0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OLIVOS MARTINEZ LESLIE VIVIAN,"ACOSTA CARRASCO, CARINA",24/01/2022,28/01/2022,LIMA-LIMA PROVINCIAS-LIMA,0,769,769,RECURSOS ORDINARIOS,MESA DIRECTIVA
TACURI VALDIVIA GERMAN ADOLFO,"ACOSTA FLORES, FLOR VICTORIA",24/01/2022,28/01/2022,LIMA-AYACUCHO-LIMA,628.52,1600,2228.52,RECURSOS ORDINARIOS,MESA DIRECTIVA
VALER PINTO HECTOR,"ACOSTA GONZALES, ABRAHAM FABIAN",24/01/2022,28/01/2022,LIMA-LIMA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",24/01/2022,28/01/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",24/01/2022,28/01/2022,LIMA-PUNO-LIMA,1241.76,1571,2812.76,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",24/01/2022,28/01/2022,LIMA-PIURA-LIMA,454.32,854.5,1308.82,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",24/01/2022,28/01/2022,LIMA-PIURA-LIMA,548.38,1600,2148.38,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTINEZ TALAVERA PEDRO EDWIN,"ALEJANDRO CHOQUE, YURLENICA ALISSON",24/01/2022,28/01/2022,LIMA-AREQUIPA-LIMA,742.07,1600,2342.07,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",24/01/2022,28/01/2022,LIMA-JUNIN-LIMA,1070.48,1202,2272.48,RECURSOS ORDINARIOS,MESA DIRECTIVA
ZEA CHOQUECHAMBI OSCAR,"ALMERCO CORDERO, JUAN CARLOS",24/01/2022,28/01/2022,LIMA-PUNO-LIMA,0,1076.1,1076.1,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALVA MARTINEZ, RICARDO FLAVIO",17/01/2022,20/01/2022,LIMA-TARAPOTO - SAN MARTIN-LIMA,1303.29,1046.5,2349.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALVA MARTINEZ, RICARDO FLAVIO",21/01/2022,21/01/2022,LIMA-TARAPOTO SAN MARTIN-LIMA,352.44,252,604.44,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",24/01/2022,28/01/2022,LIMA-CUSCO-LIMA,631.73,1600,2231.73,RECURSOS ORDINARIOS,MESA DIRECTIVA
COAYLA JUAREZ JORGE SAMUEL,"ALVAREZ HURTADO, MARIA HAYDEE ARACELI",24/01/2022,28/01/2022,LIMA-MOQUEGUA-LIMA,1042.89,1600,2642.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
TERCERA VICEPRESIDENCIA,"ALVAREZ TARDIO, CARLOS JOHANN ELISBAN",26/01/2022,27/01/2022,LIMA-JAEN-LIMA,1050.4,640,1690.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
ZEA CHOQUECHAMBI OSCAR,"ANTUNEZ ANTUNEZ, FELICISIMO ROMULO",24/01/2022,28/01/2022,LIMA-PUNO-LIMA,696.82,1600,2296.82,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",24/01/2022,28/01/2022,LIMA-AMAZONAS-LIMA,917.02,1205,2122.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"ARANCIBIA ARROYO, CARLOS EDUARDO",02/01/2022,05/02/2022,LIMA-TACNA-MOQUEGUA-LIMA,0,1280,1280,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",24/01/2022,28/01/2022,LIMA-JUNIN-LIMA,1148.18,1520,2668.18,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALVA ROJAS CARLOS ENRIQUE,"ARCA VALERA, RUBER JHANS",24/01/2022,28/01/2022,LIMA-LA LIBERTAD-LIMA,1234.61,1477.9,2712.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",17/01/2022,20/01/2022,LIMA-TARAPOTO - SAN MARTIN-LIMA,1303.29,1280,2583.29,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",21/01/2022,21/01/2022,LIMA-TARAPOTO SAN MARTIN-LIMA,353.35,320,673.35,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BACA CHAVEZ, MANUEL ALEJANDRO",24/01/2022,28/01/2022,LIMA-LAMBAYEQUE-LIMA,791.64,1444,2235.64,RECURSOS ORDINARIOS,MESA DIRECTIVA
PADILLA ROMERO JAVIER ROMMEL,"BAHAMONDE CORDOVA, RENZO EFRAIN",24/01/2022,28/01/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1504,1504,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BANCES FARRO, LILIANA ANALINDA",24/01/2022,28/01/2022,LIMA-LAMBAYEQUE-LIMA,0,735,735,RECURSOS ORDINARIOS,MESA DIRECTIVA
