0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Despacho Congresal,ALVA PRIETO MARIA DEL CARMEN,18/08/2022,20/08/2022,Lima Panamá Lima,1475.63,2371.36,3846.99,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,MONTEZA FACHO SILVIA MARIA,18/08/2022,20/08/2022,Lima Panamá Lima,1138.06,2890.95,4029.01,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,SALHUANA CAVIDES EDUARDO,18/08/2022,19/08/2022,Lima Panamá Lima,1124.6,2631.75,3756.35,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,LIZARZABURU LIZARZABURU JUAN CARLOS,22/08/2022,30/08/2022,Lima España Lima,3402.52,11480.25,14882.77,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,ARCE ALVARADO JAVIER FERNANDO,24/08/2022,27/08/2022,Lima Colombia Lima,2525.29,3341.04,5866.33,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO,23/08/2022,26/08/2022,Lima Colombia Lima,897.6,4904.87,5802.47,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,GALARRETA VELARDE LUIS,24/08/2022,27/08/2022,Lima Colombia Lima,2697.44,2966.03,5663.47,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LAZO VILLÓN LESLYE CAROL,24/08/2022,27/08/2022,Lima Colombia Lima,3227.68,2950.39,6178.07,RECURSOS ORDINARIOS,Mesa Directiva
Personal PA Pacheco,LECHUGA PINO ERNESTO,23/08/2022,26/08/2022,Lima Colombia Lima,2358.9,3138.25,5497.15,RECURSOS ORDINARIOS,Mesa Directiva
Personal PA Pacheco,COARICONA MENDOZA DENCY YUDIH,23/08/2022,26/08/2022,Lima Colombia Lima,2231.47,5292.84,7524.31,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Arce,BRAVO TORO JORGE MOISES,24/08/2022,27/08/2022,Lima Colombia Lima,2525.29,3394.07,5919.36,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Arce,PAREDES TUME JHOAN,24/08/2022,27/08/2022,Lima Colombia Lima,2525.29,3725.07,6250.36,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,HIDALGO RODRIGUEZ JOSE ANTONIO,24/08/2022,27/08/2022,Lima Colombia Lima,3227.68,3147.59,6375.27,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,TORRES SIAS JIMMY,24/08/2022,27/08/2022,Lima Colombia Lima,3227.68,3139.16,6366.84,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Galarreta,CASANOVA SAAVEDRA PEDRO,24/08/2022,27/08/2022,Lima Colombia Lima,2697.44,3150.27,5847.71,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
