0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
VALER PINTO HECTOR,"ACOSTA GONZALES, ABRAHAM FABIAN",21/03/2022,25/03/2022,LIMA-LIMA METROPOLITANA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ADAUTO AGUIRRE, MARIA ELENA",13/03/2022,15/03/2022,LIMA-JAEN-WAWAS-JAEN-LIMA,1121.79,0,1121.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ADAUTO AGUIRRE, MARIA ELENA",13/03/2022,15/03/2022,LIMA-BAGUA-AMAZONAS-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ADAUTO AGUIRRE, MARIA ELENA",25/03/2022,27/03/2022,LIMA-LIMA-JAEN-LIMA-LIMA,1027.24,0,1027.24,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",21/03/2022,25/03/2022,LIMA-PUNO-LIMA,0,1569,1569,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALARCON GOMEZ, CECILIA",11/03/2022,12/03/2022,LIMA-PARACAS-LIMA,0,555.9,555.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",21/03/2022,25/03/2022,LIMA-PIURA-LIMA,264.92,1600,1864.92,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTINEZ TALAVERA PEDRO EDWIN,"ALEJANDRO CHOQUE, YURLENICA ALISSON",21/03/2022,25/03/2022,LIMA-AREQUIPA-LIMA,1318.99,1473.7,2792.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",21/03/2022,25/03/2022,LIMA-JUNIN-LIMA,1056.69,1588,2644.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
