0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Despacho Congresal,CRUZ MAMANI FLAVIO,13/03/2022,19/03/2022,Lima Reino Unido Lima,7386.36,8819.81,16206.17,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,MALAGA TRILLO EDWARD,13/03/2022,19/03/2022,Lima Reino Unido Lima,8057.8,4014.75,12072.55,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,ZEBALLOS APONTE JORGE ARTURO,20/03/2022,26/03/2022,Lima España Lima,5641.87,11271.31,16913.18,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,LIZARZABURU LIZARZABURU JUAN CARLOS,22/03/2022,26/03/2022,Lima Estados Unidos Lima,9933.19,5838.45,15771.64,RECURSOS ORDINARIOS,Mesa Directiva
Asesor Cong. Zevallos,ZEBALLOS HURTADO JORGE ARTURO,20/03/2022,25/03/2022,Lima España Lima,8854.9,9293.22,18148.12,RECURSOS ORDINARIOS,Mesa Directiva
Asesor Cong. Lizarzaburu,ALLEMANT FLORINDEZ PATRICK PETER,22/03/2022,26/03/2022,Lima Estados Unidos Lima,10003.45,6196.2,16199.65,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,GALARRETA VELARDE LUIS FERNANDO,03/03/2022,05/03/2022,Lima Colombia Lima,0,1874.59,1874.59,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Galarreta,CASANOVA SAAVEDRA PEDRO,03/03/2022,05/03/2022,Lima Colombia Lima,0,1757.66,1757.66,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,ARCE ALVARADO JAVIER FERNANDO,28/03/2022,01/04/2022,Lima Colombia Lima,2402.9,3678.51,6081.41,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO,28/03/2022,31/03/2022,Lima Colombia Lima,796.7,2910.47,3707.17,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,RAMIREZ LARIZBEASCOA JUAN CARLOS,28/03/2022,01/04/2022,Lima Colombia Lima,1723.12,4094.27,5817.39,RECURSOS ORDINARIOS,Mesa Directiva
Asesora Parlamentario vicepresidente PA,ALFARO MORI PAOLA,28/03/2022,01/04/2022,Lima Colombia Lima,2192.7,3578.98,5771.68,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Arce,BRAVO TORO JORGE,28/03/2022,01/04/2022,Lima Colombia Lima,2192.7,3889.35,6082.05,RECURSOS ORDINARIOS,Mesa Directiva
Asistente PA Arce,MORON SAN FERNANDO KEVIN,28/03/2022,01/04/2022,Lima Colombia Lima,2192.7,3925.35,6118.05,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,MAMANI BARRIGA JIM ALI,28/03/2022,01/04/2022,Lima Colombia Lima,1888.59,4731.89,6620.48,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,OYARCE CALDERON JOEL MARTIN,28/03/2022,01/04/2022,Lima Colombia Lima,1723.12,4447.64,6170.76,RECURSOS ORDINARIOS,Mesa Directiva
Auxiliar PA Pacheco,FLORES GUERRA CAROLINA,28/03/2022,31/03/2022,Lima Colombia Lima,1723.12,4380.57,6103.69,RECURSOS ORDINARIOS,Mesa Directiva
AsIstente PA Pacheco,COARICONA MENDOZA DANCY YUDITH,28/03/2022,31/03/2022,Lima Colombia Lima,1723.12,4028.21,5751.33,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,HIDALGO RODRIGUEZ JOSE,28/03/2022,02/04/2022,Lima Colombia Lima,2349.46,0,2349.46,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,TORRES SIAS JIMMY,28/03/2022,02/04/2022,Lima Colombia Lima,2350.46,0,2350.46,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LAZO VILLON LESLYE,28/03/2022,02/04/2022,Lima Colombia Lima,2175.69,0,2175.69,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
