0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIAS,"ADVINCULA MEDRANO, KEVIN",22/08/2022,26/08/2022,LIMA-PASCO-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
ACUÑA PERALTA SEGUNDO HECTOR,"ADVINCULA RIQUE, LUZ AMPARO",22/08/2022,26/08/2022,LIMA-LA LIBERTAD-LIMA,1693.65,1600,3293.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",22/08/2022,26/08/2022,LIMA-PUNO-LIMA,1470.17,1500,2970.17,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",22/08/2022,26/08/2022,LIMA-PIURA-LIMA,925.97,1600,2525.97,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",22/08/2022,26/08/2022,LIMA-JUNIN-LIMA,1015.15,1587.9,2603.05,RECURSOS ORDINARIOS,MESA DIRECTIVA
BURGOS OLIVEROS JUAN BARTOLOME,"ALVA JARA, CARLOS ENRIQUE",22/08/2022,26/08/2022,LIMA-LA LIBERTAD-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",22/08/2022,26/08/2022,LIMA-CUSCO-LIMA,366.66,1586,1952.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",22/08/2022,26/08/2022,LIMA-AMAZONAS-LIMA,1126.72,1556,2682.72,RECURSOS ORDINARIOS,MESA DIRECTIVA
LOPEZ MORALES JENY LUZ,"APOMAYTA CARPIO, HUGO MAXIMO",22/08/2022,26/08/2022,LIMA-UCAYALI-LIMA,860.54,1315,2175.54,RECURSOS ORDINARIOS,MESA DIRECTIVA
