0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
ACUÑA PERALTA SEGUNDO HECTOR,"ADVINCULA RIQUE, LUZ AMPARO",05/12/2022,07/12/2022,LIMA-LA LIBERTAD-LIMA,819.65,960,1779.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",01/12/2022,07/12/2022,LIMA-PUNO-LIMA,0,2210,2210,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",01/12/2022,07/12/2022,LIMA-PIURA-LIMA,1182.33,1228.3,2410.63,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALDAVE PALACIOS, JULIO",05/12/2022,07/12/2022,LIMA-CUSCO-LIMA,607.27,960,1567.27,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",01/12/2022,07/12/2022,LIMA-CUSCO-LIMA,640.19,2119.01,2759.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
CAVERO ALVA ALEJANDRO ENRIQUE,"AMADOR YONZ, CESAR LEONARDO",01/12/2022,03/12/2022,LIMA-CUSCO-LIMA,0,913.9,913.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALEGRIA GARCIA LUIS ARTURO,"ANGELES PERASSO, GIANCARLO",01/12/2022,03/12/2202,LIMA-TARAPOTO-LIMA,860.1,531,1391.1,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALVA ROJAS CARLOS ENRIQUE,"ARANCIBIA ARROYO, CARLOS EDUARDO",01/12/2022,07/12/2022,LIMA-LA LIBERTAD-LIMA,0,2140.02,2140.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDOVA LOBATON MARIA JESSICA,"ARBILDO OLGUIN, ANGELA MILAGROS",01/12/2022,07/12/2022,LIMA-CHICLAYO-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDOVA LOBATON MARIA JESSICA,"ARBILDO OLGUIN, ANGELA MILAGROS",03/12/2022,04/12/2022,LIMA-CHICLAYO-LIMA,0,640,640,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BACA CHAVEZ, MANUEL ALEJANDRO",01/12/2022,07/12/2022,LIMA-LAMBAYEQUE-LIMA,1023.63,2025,3048.63,RECURSOS ORDINARIOS,MESA DIRECTIVA
PADILLA ROMERO JAVIER ROMMEL,"BAHAMONDE CORDOVA, RENZO EFRAIN",01/12/2022,07/12/2022,LIMA-LIMA PROVINCIAS-LIMA,0,2075,2075,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA DE PROTECCION A LA INFANCIA EN EL CONTEXTO DE LA EMERGENCIA SANITARIA,"BOURONCLE HERRERA, JESSICA HAYDE",05/12/2022,07/12/2022,LIMA-CUSCO-LIMA,404.61,805,1209.61,RECURSOS ORDINARIOS,MESA DIRECTIVA
