0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
VALER PINTO HECTOR,"ACOSTA GONZALES, ABRAHAM FABIAN",18/04/2022,22/04/2022,LIMA-LIMA METROPOLITANA-LIMA,0,626,626,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ADAUTO AGUIRRE, MARIA ELENA",28/04/2022,13/05/2022,LIMA-LIMA-HUAURA-HUARAL-LIMA-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",18/04/2022,22/04/2022,LIMA-PASCO-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",18/04/2022,22/04/2022,LIMA-PUNO-LIMA,917.08,1526,2443.08,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",18/04/2022,22/04/2022,LIMA-PIURA-LIMA,487.39,1600,2087.39,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALDAVE PALACIOS, JULIO SALVADOR",28/04/2022,29/04/2022,LIMA-LA LIBERTAD-LIMA,1375.27,529.5,1904.77,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTINEZ TALAVERA PEDRO EDWIN,"ALEJANDRO CHOQUE, YURLENICA ALISSON",18/04/2022,22/04/2022,LIMA-AREQUIPA-LIMA,799.06,1414.9,2213.96,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",18/04/2022,22/04/2022,LIMA-JUNIN-LIMA,903.16,1461,2364.16,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"ALMERCO LOPEZ, MARIASELA CINTHIA",18/04/2022,22/04/2022,LIMA-HUANCAVELICA-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALVA MARTINEZ, RICARDO FLAVIO",01/04/2022,03/04/2022,LIMA-HUANUCO-LIMA,814.78,824,1638.78,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",18/04/2022,22/04/2022,LIMA-CUSCO-LIMA,591.75,1600,2191.75,RECURSOS ORDINARIOS,MESA DIRECTIVA
COAYLA JUAREZ JORGE SAMUEL,"ALVAREZ HURTADO, MARIA HAYDEE ARACELI",18/04/2022,22/04/2022,LIMA-MOQUEGUA-LIMA,868.58,1559.9,2428.48,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS INVEST SOBRE IRREGULARIDADES EN CONTRATACIONES DE BIENES Y SERVICIOS EN ESSALUD DURANTE EMERG SANITARIA COVID 19,"ALVAREZ JINES, BENJAMIN NEMESIO",28/04/2022,01/05/2022,LIMA-TRUJILLO-LIMA,914.58,960,1874.58,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"ALVIAR ROJAS, NELLY",17/04/2022,19/04/2022,LIMA-NAZCA - ICA-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALEGRIA GARCIA LUIS ARTURO,"ANGELES PERASSO, GIANCARLO",18/04/2022,22/04/2022,LIMA-SAN MARTIN-LIMA,496.96,1132,1628.96,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",18/04/2022,22/04/2022,LIMA-AMAZONAS-LIMA,1320.29,1458.5,2778.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"ARANCIBIA ARROYO, CARLOS EDUARDO",05/04/2022,07/04/2022,LIMA-LA LIBERTAD-LIMA,0,912,912,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"ARANCIBIA CONDOR, DIANA LOURDES",18/04/2022,22/04/2022,LIMA-PASCO-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
LIZARZABURU LIZARZABURU JUAN CARLOS MARTIN,"ARANDA CARCELEN, CHRISTIAN OMAR",18/04/2022,22/04/2022,LIMA-LIMA-LIMA,0,274,274,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",18/04/2022,22/04/2022,LIMA-JUNIN-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALVA ROJAS CARLOS ENRIQUE,"ARCA VALERA, RUBER JHANS",18/04/2022,22/04/2022,LIMA-LA LIBERTAD-LIMA,0,1360,1360,RECURSOS ORDINARIOS,MESA DIRECTIVA
VERGARA MENDOZA ELVIS HERNAN,"ARCE LA TORRE, JENNIFFER PAMELA",18/04/2022,22/04/2022,LIMA-UCAYALI-LIMA,886.66,1600,2486.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",01/04/2022,03/04/2022,LIMA-HUANUCO-LIMA,814.78,960,1774.78,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",23/04/2022,28/04/2022,LIMA-CUSCO-LIMA,0,1920,1920,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"ATAVILLOS POZO, FELIX",27/04/2022,29/04/2022,LIMA-LA LIBERTAD-LIMA,687.69,640,1327.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
BERMEJO ROJAS GUILLERMO,"ATENCIO SOTOMAYOR, RONALD DARWIN",18/04/2022,22/04/2022,LIMA-PIURA-LIMA,1459.57,1600,3059.57,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",18/04/2022,22/04/2022,LIMA-LIMA-PROVINCIAS-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BACA CHAVEZ, MANUEL ALEJANDRO",18/04/2022,22/04/2022,LIMA-LAMBAYEQUE-LIMA,964.08,1542,2506.08,RECURSOS ORDINARIOS,MESA DIRECTIVA
PADILLA ROMERO JAVIER ROMMEL,"BAHAMONDE CORDOVA, RENZO EFRAIN",18/04/2022,22/04/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1001.5,1001.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
TELLO MONTES NIRVARDO EDGAR,"BARDALES TITO, ELIZABETH LUZ",18/04/2022,19/04/2022,LIMA-JUNIN-LIMA,1548.51,0,1548.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"BARRIENTOS GARAY, ALBERTO SAUL",03/04/2022,04/04/2022,LIMA-HUAURA-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"BARRIENTOS GARAY, ALBERTO SAUL",17/04/2022,19/04/2022,LIMA-NAZCA - ICA-LIMA,0,0,0,RECURSOS ORDINARIOS,MESA DIRECTIVA
LUQUE IBARRA RUTH,"BAYONA HUERTA, JUAN SERGIO",18/04/2022,22/04/2022,LIMA-CUSCO-LIMA,1554.07,1465.8,3019.87,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",01/04/2022,02/04/2022,LIMA-PIURA-LIMA,1319.64,370.5,1690.14,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",24/04/2022,28/04/2022,LIMA-CUSCO-LIMA,1282.78,1045.86,2328.64,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUIROZ BARBOZA SEGUNDO TEODOMIRO,"BOCANEGRA VASQUEZ, JORGE YAIR",18/04/2022,22/04/2022,LIMA-CAJAMARCA-LIMA,632.37,1496,2128.37,RECURSOS ORDINARIOS,MESA DIRECTIVA
MALAGA TRILLO GEORGE EDWARD,"BRAVO GUTIERREZ, ALAN GERARDO",18/04/2022,22/04/2022,LIMA-JAEN-LIMA,1659.49,973.5,2632.99,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS MULTI DE ANALISIS SEGUIMIENTO COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO TUMBES,"BULLER VIZCARRA, JORGE GUILLERMO",17/04/2022,22/04/2022,LIMA-TUMBES-LIMA,1036.34,1587.3,2623.64,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS MULTI DE ANALISIS SEGUIMIENTO COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO TUMBES,"CABREJOS VELA, RAFAEL AURELIO",17/04/2022,22/04/2022,LIMA-TUMBES-LIMA,1036.34,1920,2956.34,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CALDERON MENOR, DENIS JAKSON",01/04/2022,03/04/2022,LIMA-HUANUCO-LIMA,740.53,957.5,1698.03,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CALDERON MENOR, DENIS JAKSON",04/04/2022,04/04/2022,LIMA-HUANUCO-LIMA,0,196,196,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CALDERON MENOR, DENIS JAKSON",24/04/2022,28/04/2022,LIMA-CUSCO-LIMA,1178.71,1600,2778.71,RECURSOS ORDINARIOS,MESA DIRECTIVA
