0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OFICINA DE PARTICIPACION CIUDADANA,"ACATE CORONEL, EDUARDO GEOVANNI",07/07/2022,08/07/2022,LIMA-TARAPOTO-LIMA,1214.62,0,1214.62,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"ACATE CORONEL, EDUARDO GEOVANNI",18/07/2022,22/07/2022,LIMA-AREQUIPA-LIMA,917.32,1572.5,2489.82,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALBA ARBIETO, WILDER ROGGER",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,981.72,551.48,1533.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"AQUINO PAREDES, ELISEO ELY",07/07/2022,13/07/2022,LIMA-MADRE DE DIOS-LIMA,940.62,2220,3160.62,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"ARBOLEDA MENESES, JORGE LUIS",07/07/2022,13/07/2022,LIMA-MADRE DE DIOS-LIMA,940.62,2218.8,3159.42,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,956.93,640,1596.93,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","AUCAPIÑA SONCCO, RUBEN HUGO",03/07/2022,05/07/2022,LIMA-APURIMAC-LIMA,761.67,0,761.67,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",03/07/2022,03/07/2022,LIMA-REGION SAN MARTIN-LIMA,786.95,215,1001.95,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",04/07/2022,05/07/2022,LIMA-REGION SAN MARTIN-LIMA,0,434.5,434.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",06/07/2022,06/07/2022,LIMA-REGION SAN MARTIN-LIMA,0,320,320,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CANALES BECERRA, CLAUDIA VICTORIA",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,829.33,960,1789.33,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CASTRO ROSSELL, MARCO ALEJANDRO",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,1032.19,836.7,1868.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"CELMI HUANE, ABEL EMILIANO",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,956.93,554.5,1511.43,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE INCLUSION SOCIAL Y PERSONAS CON DISCAPACIDAD,"CHAVEZ LUME, PERCY ANIBAL",05/07/2022,08/07/2022,LIMA-REGION UCAYALI-LIMA,737.31,1208,1945.31,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA PRO INVERSION,"CHIRINOS GUTIERREZ, JUAN ISRAEL",07/07/2022,10/07/2022,LIMA-PIURA-LIMA,924.05,987.99,1912.04,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE SALUD Y POBLACION,"COBIAN REATEGUI, CESAR EDUARDO",03/07/2022,06/07/2022,LIMA-CUSCO-LIMA,915.33,1276.98,2192.31,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CORREA ALAMO, MIRTHA ELIZABETH",08/07/2022,09/07/2022,LIMA-PIURA-LIMA,465.83,516.19,982.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
KAMICHE MORANTE LUIS ROBERTO,"CRUZ VARGAS, KATHERINE MARITA DANY",08/07/2022,12/07/2022,LIMA-REGION LA LIBERTAD-LIMA,895.21,1139,2034.21,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE SALUD Y POBLACION,"CUBA GARCIA, HERBERTH ULISES",03/07/2022,06/07/2022,LIMA-CUSCO-LIMA,915.33,1258.48,2173.81,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",04/07/2022,05/07/2022,LIMA-TARAPOTO SAN MARTIN-LIMA,882.84,0,882.84,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",08/07/2022,09/07/2022,LIMA-PIURA-LIMA,956.93,586.5,1543.43,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPART DE SEGUIMIENTO A PROCESO DE RECONSTRUCCION DE ZONAS AFECTADAS POR FENOMENO DEL NIÑO COSTERO,"ESPINOZA BARRETO, CARLOS ALBERTO",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","FLORES VARGAS, JOSE",03/07/2022,03/07/2022,LIMA-REGION SAN MARTIN-LIMA,786.95,190,976.95,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","FLORES VARGAS, JOSE",04/07/2022,05/07/2022,LIMA-REGION SAN MARTIN-LIMA,0,467,467,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","FLORES VARGAS, JOSE",06/07/2022,06/07/2022,LIMA-REGION SAN MARTIN-LIMA,0,320,320,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,FUENTES MUNARRIZ GABY URSULA,08/07/2022,10/07/2022,LIMA-LAMBAYEQUE-CHICLAYO-LIMA,1014.65,0,1014.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
MORANTE FIGARI JORGE ALBERTO,"GALINDO RAMOS, VICTOR CAMILO",20/07/2022,23/07/2022,LIMA-IQUITOS-LIMA,1683.89,955,2638.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GAMARRA CHAVEZ, MARIA ROCIO",08/07/2022,10/07/2022,LIMA-LAMBAYEQUE-CHICLAYO-LIMA,1014.65,0,1014.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA CONMEMORATIVA DEL BICENTENARIO DE LA INDEPENDENCIA DEL PERU,"GAVILAN TELLO, JORGE",08/07/2022,09/07/2022,LIMA-PIURA-LIMA,995.48,607.79,1603.27,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GONZALES ORE, JORGE ALEJANDRO",20/07/2022,22/07/2022,LIMA-AREQUIPA-LIMA,982.92,957,1939.92,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,GRANDEZ CLAVO MARCOS,07/07/2022,09/07/2022,LIMA-PIURA-LIMA,829.33,960,1789.33,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"IGLESIAS JESUS, JORGE RICARDO",07/07/2022,13/07/2022,LIMA-MADRE DE DIOS-LIMA,940.62,1592,2532.62,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"LOPEZ TEJADA, GUILLERMO ALONSO",07/07/2022,09/07/2022,LIMA-PIURA-LIMA,1032.19,815.5,1847.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
