0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Parlamento Andino,ARCE ALVARADO JAVIER FERNANDO,23/01/2022,29/01/2022,Lima Chile Lima,5228.91,5209.96,10438.87,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO ADOLFO,23/01/2022,29/01/2022,Lima Chile Lima,7387.19,6184.01,13571.2,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,RAMIREZ LARISBEASCOA JUAN CARLOS,23/01/2022,29/01/2022,Lima Chile Lima,5228.91,4776.52,10005.43,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LAZO VILLON LESLYE CAROL,25/01/2022,29/01/2022,Lima Chile Lima,5761.91,3289.29,9051.2,RECURSOS ORDINARIOS,Mesa Directiva
Asesor vicepresidente PA,RODRIGUEZ MACKAY MIGUEL ANGEL,23/01/2022,29/01/2022,Lima Chile Lima,5211.35,5044.23,10255.58,RECURSOS ORDINARIOS,Mesa Directiva
Técnica PA Arce,ACHATA PIMENTEL TANNIA,23/01/2022,29/01/2022,Lima Chile Lima,5211.35,4523.47,9734.82,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Arce,CHOQUE ACERO JOSE LUIS,23/01/2022,29/01/2022,Lima Chile Lima,5211.35,4793.11,10004.46,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,MAMANI BARRIGA JIM ALI,23/01/2022,29/01/2022,Lima Chile Lima,5228.91,5096.7,10325.61,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,OYARCE CALDERON JOEL MARTIN,23/01/2022,29/01/2022,Lima Chile Lima,5781.33,5622.02,11403.35,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,TORRES SIAS JIMMY,25/01/2022,29/01/2022,Lima Chile Lima,5761.91,3797.05,9558.96,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Pacheco,FLORES GUERRA CAROLINA DANITZA,23/01/2022,29/01/2022,Lima Chile Lima,5443.83,6318.46,11762.29,RECURSOS ORDINARIOS,Mesa Directiva
Asistente PA Pacheco,COARICONA MENDOZA DENCY YUDITH,27/01/2022,29/01/2022,Lima Chile Lima,6604.59,2037.9,8642.49,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
