0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Despacho Congresal,ALVA PRIETO MARIA DEL CARMEN,09/10/2022,16/10/2022,Lima Ruanda Lima,11477.2,13673.24,25150.44,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,BUSTAMANTE DONAYRE ERNESTO,09/10/2022,16/10/2022,Lima Ruanda Lima,11819.57,14764.6,26584.17,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,PAREDES GONZALES ALEX ANTONIO,09/10/2022,16/10/2022,Lima Ruanda Lima,11477.2,14373.08,25850.28,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,MEDINA MINAYA ESDRAS RICARDO,19/10/2022,21/10/2022,Lima Colombia Lima,1849.69,3314.12,5163.81,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,ZEBALLOS APONTE JORGE ARTURO,23/10/2022,30/10/2022,Lima EE.UU Lima,4669.6,7840.88,12510.48,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,LIZARZABURU LIZARZABURU JUAN CARLOS,25/10/2022,29/10/2022,Lima Ecuador Lima,4613.76,7544.45,12158.21,RECURSOS ORDINARIOS,Mesa Directiva
Asesor Cong Zeballos,ZEBALLOS HURTADO JORGE ARTURO,23/10/2022,30/10/2022,Lima EE.UU Lima,4669.6,13383.63,18053.23,RECURSOS ORDINARIOS,Mesa Directiva
Asesor Cong Lizarzaburu,ALLEMANT FLORINDEZ PATRICK PETER,25/10/2022,29/10/2022,Lima Ecuador Lima,4613.76,6988.26,11602.02,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,RAMIREZ LARIZBEASCOA JUAN CARLOS,24/10/2022,29/10/2022,Lima Colombia Lima,3477.97,3404.52,6882.49,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,ARCE ALVARADO JAVIER FERNANDO,23/10/2022,30/10/2022,Lima Colombia Lima,5520.72,4687.8,10208.52,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO,23/08/2022,26/08/2022,Lima Colombia Lima,4204.01,5975.32,10179.33,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LAZO VILLÓN LESLYE CAROL,26/10/2022,28/10/2022,Lima Colombia Lima,6444.23,1693.65,8137.88,RECURSOS ORDINARIOS,Mesa Directiva
Asesora Vicepresidente Parlamento Andino Sesion Ordinaria octubre,ALFARO MORI PAOLA,24/10/2022,29/10/2022,Lima Colombia Lima,3477.97,3555.92,7033.89,RECURSOS ORDINARIOS,Mesa Directiva
Asesora del PA Javier Arce Sesión Ordinaria octubre,PEREZ SOSA ANA,23/10/2022,30/10/2022,Lima Colombia Lima,6067.29,4422.43,10489.72,RECURSOS ORDINARIOS,Mesa Directiva
Asesora del PA Juan Carlos Ramirez sesión ordinaria octubre,PORTOCARRERO TORRES JESSICA,24/10/2022,29/10/2022,Lima Colombia Lima,3477.97,3422.55,6900.52,RECURSOS ORDINARIOS,Mesa Directiva
Asistente del PA Javier Arce Sesión Ordinaria octubre,LA TORRES GONZALES OSKAR,23/10/2022,30/10/2022,Lima Colombia Lima,6067.29,4360.01,10427.3,RECURSOS ORDINARIOS,Mesa Directiva
Asesor del PA Juan Carlos Ramirez sesión ordinaria octubre,OYARCE CALDERON JOEL MARTIN,24/10/2022,29/10/2022,Lima Colombia Lima,3477.97,3975.63,7453.6,RECURSOS ORDINARIOS,Mesa Directiva
Asesor del PA Leslie Lazo sesión ordinaria octubre,HIDALGO RODRIGUEZ JOSE ANTONIO,26/10/2022,28/10/2022,Lima Colombia Lima,6767.06,2087.29,8854.35,RECURSOS ORDINARIOS,Mesa Directiva
Personal del PA Gustavo Pacheco sesión ordinaria octubre,COARICONA MENDOZA DENCY YUDIH,23/10/2022,30/10/2022,Lima Colombia Lima,4204.01,5611.63,9815.64,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
