0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
ELIAS AVALOS JOSE LUIS,"ABREGU CORREA, BRENDA ANDREA",01/12/2022,07/12/2022,LIMA-ICA-LIMA,250,936,1186,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIAS,"ADVINCULA MEDRANO, KEVIN",01/12/2022,07/12/2022,LIMA-PASCO-LIMA,250,2216,2466,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ALMEYDA PACHAS, NANCY MARGOT",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,240,1897,2137,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIAS,"ARANCIBIA CONDOR, DIANA LOURDES",01/12/2022,07/12/2022,LIMA-PASCO-LIMA,250,2230,2480,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"AREVALO CARDOZA, ROGER AUGUSTO",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,240,1905,2145,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"CAMA SALAZAR, HELI",01/12/2022,07/12/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1141.5,1141.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
ANDERSON RAMIREZ CARLOS ANTONIO,"CARBAJAL FERNANDEZ, VERÓNICA GABRIELA",01/12/2022,07/12/2022,LIMA-ICA-LIMA,110,460.02,570.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDERO JON TAY LUIS GUSTAVO,"CASTILLO ROJAS, RONALD WILDER",01/12/2022,07/12/2022,LIMA-LIMA PROVINCIAS-LIMA,0,40,40,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"CCAPA PAJA, JOAQUIN",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,240,1263,1503,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"CHIRE VILLAFUERTE, MARCO ANTONIO",01/12/2022,07/12/2022,LIMA-UCAYALI E ICA-LIMA,120,1459.8,1579.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL FELIPE,"COMENA GUZMAN, CARLOS ALBERTO",01/12/2022,07/12/2022,LIMA-ICA-LIMA,0,1559,1559,RECURSOS ORDINARIOS,MESA DIRECTIVA
REYES CAM ABEL AUGUSTO,"DEL CARPIO GOMEZ, ELIAS WILFREDO",01/12/2022,07/12/2022,LIMA-HUANUCO-LIMA,170,2201.5,2371.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
VARAS MELENDEZ ELIAS MARCIAL,"DOMINGUEZ OLIVARES, LUZ MARINA",01/12/2022,07/12/2022,LIMA-ANCASH-LIMA,250,1549.5,1799.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"ECHEGOYEN ALVAREZ, JONATHAN BRYAN",05/12/2022,07/12/2022,LIMA-CERRO DE PASCO-LIMA,240,866.5,1106.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDERO JON TAY LUIS GUSTAVO,"ELGUERA MENA, JUAN CARLOS",01/12/2022,07/12/2022,LIMA-LIMA PROVINCIAS-LIMA,0,95,95,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"ENCARNACIÓN GUERRA, YAHAIRA NILDA",01/12/2022,07/12/2022,LIMA-HUANCAVELICA-LIMA,180,0,180,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"FERNANDEZ HUAMAN, DOMINGO",01/12/2022,07/12/2022,LIMA-HUANCAVELICA-LIMA,180,0,180,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTICORENA MENDOZA JORGE ALFONSO,"FERRARO PEÑA, MARINA LUCÍA",01/12/2022,07/12/2022,LIMA-ICA-LIMA,50,905,955,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"HARO RODRIGUEZ, KEVIN JOSELMER",01/12/2022,07/12/2022,LIMA-ANCASH-LIMA,210,1076.5,1286.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELIAS AVALOS JOSE LUIS,"IBARRA TRUJILLO, MIGUEL ANGEL",01/12/2022,07/12/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"LOPEZ VELAOCHAGA, GIANCARLO CESAR",01/12/2022,07/12/2022,LIMA-ANCASH-LIMA,0,1182,1182,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MALPARTIDA GUTIERREZ, HECTOR FERNANDO",05/12/2022,07/12/2022,LIMA-CERRO DE PASCO-LIMA,240,941,1181,RECURSOS ORDINARIOS,MESA DIRECTIVA
VARAS MELENDEZ ELIAS MARCIAL,"MEDINA MUÑOZ, LUZCELY MARIBEL",01/12/2022,07/12/2022,LIMA-ANCASH-LIMA,250,1590,1840,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"MENDOZA MICHUY, JAIME LORENZO",01/12/2022,07/12/2022,LIMA-LIMA PROVINCIAS-LIMA,133,1401,1534,RECURSOS ORDINARIOS,MESA DIRECTIVA
FLORES RUIZ VICTOR SEFERINO,"MEZA MENDIOLA, LUCIANA MARIA",01/12/2022,07/12/2022,LIMA-TRUJILLO-LIMA,250,1587,1837,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"PENADILLO FALCÓN, ANA MILAGROS",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,240,1886,2126,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"QUIROZ RETUERTO, RICARDO MAXIMO",10/12/2022,10/12/2022,LIMA-CHIMBOTE-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTICORENA MENDOZA JORGE ALFONSO,"RAMOS NIEVES, VALIA NATHALIE GEOVANNA",01/12/2022,07/12/2022,LIMA-ICA-LIMA,80,1621,1701,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL FELIPE,"REYES ORTIZ, MARIO RICARDO",01/12/2022,07/12/2022,LIMA-ICA-LIMA,0,1446,1446,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"ROMERO NIMA, JOHNNY FABIAN",01/12/2022,07/12/2022,LIMA-LA LIBERTAD-LIMA,250,2236,2486,RECURSOS ORDINARIOS,MESA DIRECTIVA
ANDERSON RAMIREZ CARLOS ANTONIO,"SANCHEZ MENDOZA, ARABELA ELIZABETH",01/12/2022,07/12/2022,LIMA-ICA-LIMA,110,460.02,570.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
GUTIERREZ TICONA PAUL SILVIO,"SARMIENTO PIMENTEL, JEAN DAVID",01/12/2022,07/12/2022,LIMA-APURIMAC-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"SOTO BARDALES, ISABEL DEL PILAR",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,0,948,948,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"URIOL ÑIQUE, ELIO OMAR",01/12/2022,07/12/2022,LIMA-LA LIBERTAD-LIMA,250,2236,2486,RECURSOS ORDINARIOS,MESA DIRECTIVA
GUTIERREZ TICONA PAUL SILVIO,"VARGAS TORRES, AMERICO",01/12/2022,07/12/2022,LIMA-APURIMAC-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
FLORES RUIZ VICTOR SEFERINO,"VELASQUEZ DAVILA, EDER LUIS",01/12/2022,07/12/2022,LIMA-TRUJILLO-LIMA,0,1598,1598,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"VIDAL MORALES, KEOMA",02/12/2022,07/12/2022,LIMA-ICA-CHINCHA-LIMA,0,1022,1022,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"ZUBIATE PAREDES, JUAN CESAR",01/12/2022,07/12/2022,LIMA-UCAYALI E ICA-LIMA,250,1596.33,1846.33,RECURSOS ORDINARIOS,MESA DIRECTIVA
,,,,,,,,,
