0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",21/02/2022,25/02/2022,LIMA-PASCO-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",21/02/2022,25/02/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1193.5,1193.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"BARRIENTOS GARAY, ALBERTO SAUL",24/02/2022,27/02/2022,LIMA-CHICLAYO- BAGUA GRANDE-LIMA,150,761,911,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"CAMA SALAZAR, ANTONIO",21/02/2022,25/02/2022,LIMA-LIMA PROVINCIAS-LIMA,15,1455.5,1470.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"CAMPOS AYALA, NATALY JASMIN",21/02/2022,25/02/2022,LIMA-PASCO-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL FELIPE,"CASSANO TORRES, JUAN ALFREDO",21/02/2022,25/02/2022,LIMA-ICA-LIMA,0,1530.4,1530.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
PALACIOS HUAMAN MARGOT,"CCARHUAYPIÑA LOPE, DERRICK HAUCER",21/02/2022,25/02/2022,LIMA-AYACUCHO-LIMA,0,738,738,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"CHATI QUISPE, GUIDO ERNESTO",24/02/2022,27/02/2022,LIMA-CHICLAYO- BAGUA GRANDE-LIMA,150,824,974,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL FELIPE,"COMENA GUZMAN, CARLOS ALBERTO",21/02/2022,25/02/2022,LIMA-ICA-LIMA,0,1334.4,1334.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
CAMONES SORIANO LADY MERCEDES,"DOMINGUEZ MORA, PEDRO EDUARDO",21/02/2022,25/02/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
DIAZ MONAGO FREDDY RONALD,"DURAND LOPEZ, MOISES",21/02/2022,25/02/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
