0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",29/11/2021,03/12/2021,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",29/11/2021,03/12/2021,LIMA-JUNIN-LIMA,227,1563,1790,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",29/11/2021,03/12/2021,LIMA-JUNIN-LIMA,164,1600,1764,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",29/11/2021,03/12/2021,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"BARRETO ROJAS, ELEAZAR JUAN",29/11/2021,03/12/2021,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"BARRIENTOS GARAY, ALBERTO SAUL",06/11/2021,09/11/2021,LIMA-NASCA-ICA-LIMA,0,575.6,575.6,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"CAMA SALAZAR, ANTONIO",29/11/2021,03/12/2021,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"CAMPOS AYALA, NATALY JASMIN",29/11/2021,03/12/2021,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"CARBAJAL REYES, CECILIA ROSA",29/11/2021,03/12/2021,LIMA-LA LIBERTAD-LIMA,125,1600,1725,RECURSOS ORDINARIOS,MESA DIRECTIVA
