0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Despacho Congresal,LIZARZABURU LIZARZABURU JUAN CARLOS,02/12/2022,07/12/2022,Lima EEUU Lima,6523.26,8256.67,14779.93,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,MONTEZA FACHO SILVIA MARIA,06/12/2022,09/12/2022,Lima EEUU Lima,8090.02,6339.67,14429.69,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,TELLO MONTES NIVARDO EDGAR,06/12/2022,09/12/2022,Lima EEUU Lima,8090.02,6493.96,14583.98,RECURSOS ORDINARIOS,Mesa Directiva
Asesor Cong. Lizarzaburu,ALLEMANT FLORINDEZ PATRICK PETER,02/12/2022,07/12/2022,Lima EEUU Lima,6523.26,7930.65,14453.91,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LAZO VILLÓN LESLYE CAROL,04/12/2022,08/12/2022,Lima EEUU Lima,8877.34,4733.05,13610.39,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO,18/12/2022,21/12/2022,Lima Colombia Lima,1095.84,3966.04,5061.88,RECURSOS ORDINARIOS,Mesa Directiva
Personal del PA Gustavo Pacheco sesión Extraordinaria Diciembre,COARICONA MENDOZA DENCY YUDIH,18/12/2022,21/12/2022,Lima Colombia Lima,1095.84,4327.81,5423.65,RECURSOS ORDINARIOS,Mesa Directiva
Personal del PA Gustavo Pacheco sesión Extraordinaria Diciembre,FLORES GUERRA GINA,18/12/2022,21/12/2022,Lima Colombia Lima,1095.84,4046.38,5142.22,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
