0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Parlamento Andino,JAVIER FERNANDO ARCE ALVARADO,29/08/2021,31/08/2021,Lima Colombia Lima,3048.89,2208.5,5257.39,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,GUSTAVO ADOLFO PACHECO VILLAR,29/08/2021,31/08/2021,Lima Colombia Lima,2308.49,4617.6,6926.09,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LUIS FERNANDO GALARRETA VELARDE,29/08/2021,31/08/2021,Lima Colombia Lima,2308.49,2391.67,4700.16,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,JUAN CARLOS RAMIREZ LARISBEASCOA,29/08/2021,31/08/2021,Lima Colombia Lima,2302.84,1958.36,4261.2,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,LESLYE CAROL LAZO VILLON,29/08/2021,01/09/2021,Lima Colombia Lima,2302.84,3132.44,5435.28,RECURSOS ORDINARIOS,Mesa Directiva
Secretario Tecnico vicepresidente PA,ENRIQUE LEDESMA AZAÑA,29/08/2021,31/08/2021,Lima Colombia Lima,3048.89,2168.4,5217.29,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Arce,JORGE MOISES BARVO TORO,29/08/2021,31/08/2021,Lima Colombia Lima,2302.84,2145.64,4448.48,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Arce,TANIA THALIA ACHATA PIMENTEL,29/08/2021,31/08/2021,Lima Colombia Lima,2302.84,2089.03,4391.87,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,JIM ALI MAMANI BARRIGA,29/08/2021,31/08/2021,Lima Colombia Lima,2302.84,2002.5,4305.34,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,JOEL MARTIN OYARCE CALDERON,29/08/2021,31/08/2021,Lima Colombia Lima,2302.84,2028.12,4330.96,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Pacheco,OMAR CHEHADE MOYA,29/08/2021,31/08/2021,Lima Colombia Lima,2308.49,4617.6,6926.09,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Pacheco,MARIANE MOLINA LUJAN,29/08/2021,31/08/2021,Lima Colombia Lima,3060.85,4617.6,7678.45,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Lazo,DAVID BARTUREN ALVAREZ,29/08/2021,01/09/2021,Lima Colombia Lima,2302.28,3796.08,6098.36,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
