0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIAS,"ADVINCULA MEDRANO, KEVIN",24/10/2022,28/10/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALDAVE PALACIOS, JULIO SALVADOR",26/10/2022,28/10/2022,LIMA-TUMBES-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"APARCO GALA, BRONY ERIK",12/10/2022,15/10/2022,LIMA-HUANCAVELICA-LIMA,250,1280,1530,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIAS,"ARANCIBIA CONDOR, DIANA LOURDES",24/10/2022,28/10/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",24/10/2022,28/10/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,BALLARTA RUEDA EUSEBIO ALFREDO,16/10/2022,21/10/2022,LIMA-SULLANA-PIURA-LIMA,250,1695.05,1945.05,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"BANCES EDUARDO, HELLEN MARINA",26/10/2022,28/10/2022,LIMA-TUMBES-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",05/10/2022,07/10/2022,LIMA-HUARAZ - REGIÒN ANCASH-LIMA,195,751.5,946.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",13/10/2022,15/10/2022,LIMA-CUSCO-APURIMAC-LIMA,110,748,858,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",20/10/2022,21/10/2022,LIMA-OXAPAMPA-LIMA,225,640,865,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CAPELLETTI JAUREGUI, BENJAMIN ANTONIO",26/10/2022,28/10/2022,LIMA-TINGO MARIA - HUANUCO-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
ANDERSON RAMIREZ CARLOS ANTONIO,"CARBAJAL FERNANDEZ, VERÓNICA GABRIELA",24/10/2022,28/10/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CHARA DE LOS RIOS, TERESA",20/10/2022,21/10/2022,LIMA-OXAPAMPA-LIMA,225,640,865,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CHARA DE LOS RIOS, TERESA",23/10/2022,25/10/2022,LIMA-PIURA-SULLANA-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CHARA DE LOS RIOS, TERESA",27/10/2022,29/10/2022,LIMA-CHOTA-CAJAMARCA-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
