0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIAS,"ADVINCULA MEDRANO, KEVIN",26/09/2022,30/09/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIAS,"ARANCIBIA CONDOR, DIANA LOURDES",26/09/2022,30/09/2022,LIMA-PASCO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"ARBOLEDA MENESES, JORGE LUIS",07/09/2022,10/09/2022,LIMA-CHANCHAMAYO-JUNIN-LIMA,244,1280,1524,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTALATINO AVALOS KELLY ROXANA,"CALDERON SARE, EDER RUBEN",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"CAPCHA FELIX, KATHERINE JANETH",26/09/2022,30/09/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CAPELLETTI JAUREGUI, BENJAMIN ANTONIO",16/09/2022,17/09/2022,LIMA-HUARAZ-LIMA,195,592,787,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"CHIRE VILLAFUERTE, MARCO ANTONIO",26/09/2022,30/09/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
CAMONES SORIANO LADY MERCEDES,"CONTRERAS ACUÑA, KALET JHEFERSON",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDERO JON TAY LUIS GUSTAVO,"ELGUERA MENA, JUAN CARLOS",26/09/2022,30/09/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"ELIAS MAZA, ALAN JHOEL",26/09/2022,30/09/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"FERNANDEZ HUAMAN, DOMINGO",26/09/2022,30/09/2022,LIMA-HUANCAVELICA-LIMA,180,1598,1778,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GALVEZ SALAS, JOSE ALEXANDER",28/09/2022,30/09/2022,LIMA-YURIMAGUAS - TARAPOTO-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GONZALEZ GUILLEN, JESUS GUSTAVO",28/09/2022,30/09/2022,LIMA-YURIMAGUAS - TARAPOTO-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"HARO RODRIGUEZ, KEVIN JOSELMER",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELIAS AVALOS JOSE LUIS,"IBARRA TRUJILLO, MIGUEL ANGEL",26/09/2022,30/09/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"JERI CARDOZO, LEO IGOR",07/09/2022,10/09/2022,LIMA-CHANCHAMAYO-JUNIN-LIMA,244,1280,1524,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"LOPEZ VELAOCHAGA, GIANCARLO CESAR",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MAURICIO MENDOZA, BORIS DAVID",16/09/2022,17/09/2022,LIMA-HUARAZ-LIMA,195,582.8,777.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
VARAS MELENDEZ ELIAS MARCIAL,"MEDINA MUÑOZ, LUZCELY MARIBEL",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTALATINO AVALOS KELLY ROXANA,"MENDEZ REYNOSO, JEAN PIERRE",26/09/2022,30/09/2022,LIMA-ANCASH-LIMA,110,1491.02,1601.02,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELIAS AVALOS JOSE LUIS,"MENDIETA LEYVA, ANA ROSA",26/09/2022,30/09/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
FLORES RUIZ VICTOR SEFERINO,"MEZA MENDIOLA, LUCIANA MARIA",26/09/2022,30/09/2022,LIMA-TRUJILLO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTICORENA MENDOZA JORGE ALFONSO,"MORALES CAÑAHUA, ENRIQUE EDILBERTO",26/09/2022,30/09/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MUÑOZ JESUS, BERILDA",20/09/2022,23/09/2022,LIMA-SACANCHE - SAN MARTIN-LIMA,250,1280,1530,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"NIETO SERPA, ALBINO CESAR",26/09/2022,26/09/2022,LIMA- CHANCAY - HUARAL - LIMA-LIMA,250,320,570,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"OCHOA AGURTO, MARILU",26/09/2022,30/09/2022,LIMA-HUANCAVELICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"ORDINOLA CORZO, LUIS CARLOS",07/09/2022,10/09/2022,LIMA-CHANCHAMAYO-JUNIN-LIMA,244,1280,1524,RECURSOS ORDINARIOS,MESA DIRECTIVA
