0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",11/10/2021,15/10/2021,LIMA-PASCO-LIMA,125,1155,1280,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",11/10/2021,15/10/2021,LIMA-JUNIN-LIMA,60,1600,1660,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",11/10/2021,15/10/2021,LIMA-LIMA-PROVINCIAS-LIMA,66,1600,1666,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"BARRETO ROJAS, ELEAZAR JUAN",11/10/2021,15/10/2021,LIMA-ANCASH-LIMA,240,0,240,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"CAMA SALAZAR, ANTONIO",11/10/2021,15/10/2021,LIMA-LIMA-PROVINCIAS-LIMA,66,1599.9,1665.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"CAMPOS AYALA, NATALY JASMIN",11/10/2021,15/10/2021,LIMA-PASCO-LIMA,125,1100,1225,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"CANDIOTTI POMA, CARLOS",11/10/2021,15/10/2021,LIMA-HUANCAVELICA-LIMA,240,1600,1840,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL FELIPE,"CASSANO TORRES, JUAN ALFREDO",11/10/2021,15/10/2021,LIMA-ICA-LIMA,0,1429.61,1429.61,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"CHIRE VILLAFUERTE, MARCO ANTONIO",11/10/2021,15/10/2021,LIMA-ICA-LIMA,0,1401.2,1401.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTALATINO AVALOS KELLY ROXANA,"DELAO LIZARDO, LARRY ALVIN",11/10/2021,15/10/2021,LIMA-ANCASH-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
CAMONES SORIANO LADY MERCEDES,"DOMINGUEZ MORA, PEDRO EDUARDO",11/10/2021,15/10/2021,LIMA-ANCASH-LIMA,80,1124.4,1204.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDERO JON TAY LUIS GUSTAVO,"ELGUERA MENA, JUAN CARLOS",11/10/2021,15/10/2021,LIMA-LIMA-LIMA,0,884.5,884.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"FLORES BUSTAMANTE, LIZET ROSARIO",11/10/2021,15/10/2021,LIMA-HUANCAVELICA-LIMA,240,1590,1830,RECURSOS ORDINARIOS,MESA DIRECTIVA
