0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
DAVILA ATANACIO PASION NEOMIAS,"ADVINCULA MEDRANO, KEVIN",22/08/2022,26/08/2022,LIMA-PASCO-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
SOTO PALACIOS WILSON,"APONTE HUAMAN, YOMIRA ARACELI",22/08/2022,26/08/2022,LIMA-HUANCAVELICA-LIMA,0,1563,1563,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIAS,"ARANCIBIA CONDOR, DIANA LOURDES",22/08/2022,26/08/2022,LIMA-PASCO-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"AUQUI CACERES, MARIO ANDRES",22/08/2022,26/08/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTALATINO AVALOS KELLY ROXANA,"CALDERON SARE, EDER RUBEN",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CARHUARICRA RIPAS, KATHERINE LADY",25/08/2022,26/08/2022,LIMA-CHIMBOTE-LIMA,150,405.5,555.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"CHIRE VILLAFUERTE, MARCO ANTONIO",22/08/2022,26/08/2022,LIMA-ICA Y AYACUCHO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
CALLE LOBATON DIGNA,"CORONADO ANAYA, MANUEL ANDRES",22/08/2022,26/08/2022,LIMA-AYACUCHO-LIMA,180,0,180,RECURSOS ORDINARIOS,MESA DIRECTIVA
RIVAS CHACARA JANET MILAGROS,"ELIAS MAZA, ALAN JHOEL",22/08/2022,26/08/2022,LIMA-LIMA PROVINCIAS-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"FERNANDEZ HUAMAN, DOMINGO",22/08/2022,26/08/2022,LIMA-HUANCAVELICA-LIMA,150,0,150,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"FUENTES MUNARRIZ, GABY URSULA",05/08/2022,08/08/2022,LIMA-REGIÒN LAMBAYEQUE-LIMA,210,1070.5,1280.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GAMARRA CHAVEZ, MARIA ROCIO",05/08/2022,08/08/2022,LIMA-REGIÒN LAMBAYEQUE-LIMA,210,1055,1265,RECURSOS ORDINARIOS,MESA DIRECTIVA
PARIONA SINCHE ALFREDO,"GOMEZ ARBAIZA, ESTHER GISELLA",22/08/2022,26/08/2022,LIMA-HUANCAVELICA-LIMA,100,0,100,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"HARO RODRIGUEZ, KEVIN JOSELMER",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
SOTO PALACIOS WILSON,"HUACRE FERNANDEZ, FREDY",22/08/2022,26/08/2022,LIMA-HUANCAVELICA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELIAS AVALOS JOSE LUIS,"IBARRA TRUJILLO, MIGUEL ANGEL",22/08/2022,26/08/2202,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ESPINOZA VARGAS JHAEC DARWIN,"LOPEZ VELAOCHAGA, GIANCARLO CESAR",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MANYARI AGUILAR, GRIMALDO AMADOR",04/08/2022,07/08/2022,LIMA-REGION LORETO-LIMA,90,1088,1178,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MARTEL CALDERON, JOSE LUIS ALEJANDER",15/08/2022,17/08/2022,LIMA-SAN MARTIN-TARAPOTO-LIMA,250,960,1210,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MAURICIO MENDOZA, BORIS DAVID",04/08/2022,07/08/2022,LIMA-REGIÒN LORETO-LIMA,105,1070.5,1175.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
VARAS MELENDEZ ELIAS MARCIAL,"MEDINA MUÑOZ, LUZCELY MARIBEL",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,240,1576,1816,RECURSOS ORDINARIOS,MESA DIRECTIVA
OLIVOS MARTINEZ LESLIE VIVIAN,"MELGAR CRUZ, ALEJANDRA MARIA",22/08/2022,26/08/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1149.5,1149.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTALATINO AVALOS KELLY ROXANA,"MENDEZ REYNOSO, JEAN PIERRE",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELIAS AVALOS JOSE LUIS,"MENDIETA LEYVA, ANA ROSA",22/08/2022,26/08/2202,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTICORENA MENDOZA JORGE ALFONSO,"MORALES CAÑAHUA, ENRIQUE EDILBERTO",22/08/2022,26/08/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MUÑOZ JESUS, BERILDA",04/08/2022,07/08/2022,LIMA-REGION LORETO-LIMA,90,1232.7,1322.7,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"QUIROGA CARBAJAL, VANESSA RAQUEL",25/08/2022,26/08/2022,LIMA-CHIMBOTE-LIMA,150,612,762,RECURSOS ORDINARIOS,MESA DIRECTIVA
FLORES RUIZ VICTOR SEFERINO,"RAMIREZ MEDINA, ESTEISY YANEDITH",22/08/2022,26/08/2022,LIMA-LA LIBERTAD-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"RIOJA VALLEJOS, JORGE LUIS",04/08/2022,07/08/2022,LIMA-REGIÒN LORETO-LIMA,180,1037,1217,RECURSOS ORDINARIOS,MESA DIRECTIVA
VARAS MELENDEZ ELIAS MARCIAL,"ROJAS HERRERA, SEBASTIAN NICOLAS",22/08/2022,26/08/2022,LIMA-ANCASH-LIMA,240,1589.01,1829.01,RECURSOS ORDINARIOS,MESA DIRECTIVA
OLIVOS MARTINEZ LESLIE VIVIAN,"ROMERO CUEVA, GLADYS",22/08/2022,26/08/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1128,1128,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"SANTILLANA CHAVEZ, MANUEL NATIVIDAD",22/08/2022,26/08/2022,LIMA-LA LIBERTAD-LIMA,80,1447.6,1527.6,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTICORENA MENDOZA JORGE ALFONSO,"TENORIO PALOMINO, RAFAEL DIEGO",22/08/2022,26/08/2022,LIMA-ICA-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
HUAMAN CORONADO RAUL,"ZUBIATE PAREDES, JUAN CESAR",22/08/2022,26/08/2022,LIMA-ICA Y AYACUCHO-LIMA,250,1600,1850,RECURSOS ORDINARIOS,MESA DIRECTIVA
,,,,,,,,,
