0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OFICINA DE PARTICIPACION CIUDADANA,"ACATE CORONEL, EDUARDO GEOVANNI",12/06/2022,13/06/2022,LIMA-AREQUIPA-LIMA,953.52,507,1460.52,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"ACATE CORONEL, EDUARDO GEOVANNI",26/06/2022,29/06/2022,LIMA-TARAPOTO-LIMA,854.66,0,854.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
ACUÑA PERALTA MARIA GRIMANEZA,"ACEVEDO VELEZ, VICTOR MANUEL",20/06/2022,24/06/2022,LIMA-LAMBAYEQUE-LIMA,1404.52,1558.02,2962.54,RECURSOS ORDINARIOS,MESA DIRECTIVA
ACUÑA PERALTA SEGUNDO HECTOR,"ADVINCULA RIQUE, LUZ AMPARO",20/06/2022,24/06/2022,LIMA-LA LIBERTAD-LIMA,1201.5,1600,2801.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",20/06/2022,24/06/2022,LIMA-JULIACA-LIMA,1295.15,1600,2895.15,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",20/06/2022,24/06/2022,LIMA-PIURA-LIMA,1046.62,535,1581.62,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALARCON GOMEZ, CECILIA",09/06/2022,10/06/2022,LIMA-AYACUCHO-LIMA,735.34,96,831.34,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALBA ARBIETO, WILDER ROGGER",10/06/2022,10/06/2022,LIMA-AYACUCHO-LIMA,788.17,320,1108.17,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALBA ARBIETO, WILDER ROGGER",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,1536.21,1920,3456.21,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",20/06/2022,24/06/2022,LIMA-PIURA-LIMA,1068.06,1600,2668.06,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALDAVE PALACIOS, JULIO SALVADOR",03/06/2022,05/06/2022,LIMA-LA LIBERTAD-LIMA,1345.27,960,2305.27,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALVA MARTINEZ, RICARDO FLAVIO",09/06/2022,10/06/2022,LIMA-AYACUCHO-LIMA,912.88,212,1124.88,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ALVA MARTINEZ, RICARDO FLAVIO",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,1251.68,0,1251.68,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",20/06/2022,24/06/2022,LIMA-CUSCO-LIMA,1562.69,1600,3162.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
CAVERO ALVA ALEJANDRO ENRIQUE,"AMADOR YONZ, CESAR LEONARDO",20/06/2022,24/06/2022,LIMA-AREQUIPA-LIMA,647.71,1280,1927.71,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION MULTIPARTIDARIA DE MONITOREO FISCALIZACION Y CONTROL DEL PROGRAMA HAMBRE CERO,"AMAYA SANCHEZ, KARINA ANDREA DEL PILAR",09/06/2022,11/06/2022,LIMA-LAMBAYEQUE-LIMA,1293.75,595.5,1889.25,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION MULTIPARTIDARIA DE MONITOREO FISCALIZACION Y CONTROL DEL PROGRAMA HAMBRE CERO,"AMAYA SANCHEZ, KARINA ANDREA DEL PILAR",26/06/2022,28/06/2022,LIMA-PIURA-LIMA,1074.15,662,1736.15,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE COMERCIO EXTERIOR Y TURISMO,"ANAYA POZO, MANUEL",26/06/2022,29/06/2022,LIMA-ABANCAY-LIMA,905.79,1280,2185.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"ANDRES RAMIREZ, WALTER FIDEL",15/06/2022,21/06/2022,LIMA-TARAPOTO-LIMA,1355.27,2240,3595.27,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALEGRIA GARCIA LUIS ARTURO,"ANGELES PERASSO, GIANCARLO",20/06/2022,24/06/2022,LIMA-SAN MARTIN-LIMA,830.02,728.8,1558.82,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",20/06/2022,24/06/2022,LIMA-AMAZONAS-LIMA,1037.03,1600,2637.03,RECURSOS ORDINARIOS,MESA DIRECTIVA
COM ESP MULT ENCARGADA DE REALIZAR TRABAJO CONJUNTO CON COMISION NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,"ARBOLEDA MENESES, JORGE LUIS",15/06/2022,21/06/2022,LIMA-TARAPOTO-LIMA,1355.27,2071.24,3426.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALVA ROJAS CARLOS ENRIQUE,"ARCA VALERA, RUBER JHANS",20/06/2022,24/06/2022,LIMA-LA LIBERTAD-LIMA,1390.66,1594.3,2984.96,RECURSOS ORDINARIOS,MESA DIRECTIVA
VERGARA MENDOZA ELVIS HERNAN,"ARCE LA TORRE, JENNIFFER PAMELA",20/06/2022,24/06/2022,LIMA-UCAYALI-LIMA,1139.6,1600,2739.6,RECURSOS ORDINARIOS,MESA DIRECTIVA
BERMEJO ROJAS GUILLERMO,"ARIAS AVENDAÑO, ISMAEL",24/06/2022,24/06/2022,LIMA-LIMA ANDAHUASI-LIMA,0,318,318,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",09/06/2022,10/06/2022,LIMA-AYACUCHO-LIMA,1014.79,320,1334.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,1480.43,0,1480.43,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","ATAO SULCA, ELVIS MICHAEL",07/06/2022,09/06/2022,LIMA-PTO MALDONADO-MADRE DE DIOS-LIMA,1193.21,897.2,2090.41,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","AUCAPIÑA SONCCO, RUBEN HUGO",07/06/2022,09/06/2022,LIMA-PTO MALDONADO-MADRE DE DIOS-LIMA,1193.21,960,2153.21,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE COMERCIO EXTERIOR Y TURISMO,"AYVAR ZAGA, NORA ASTRID",26/06/2022,29/06/2022,LIMA-ABANCAY-LIMA,905.79,1280,2185.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BACA CHAVEZ, MANUEL ALEJANDRO",20/06/2022,24/06/2022,LIMA-LAMBAYEQUE-LIMA,1162.21,1600,2762.21,RECURSOS ORDINARIOS,MESA DIRECTIVA
TELLO MONTES NIRVARDO EDGAR,"BARDALES TITO, ELIZABETH LUZ",22/06/2022,24/06/2022,LIMA-HUANUCO-LIMA,671.69,0,671.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
LUQUE IBARRA RUTH,"BAYONA HUERTA, JUAN SERGIO",20/06/2022,24/06/2022,LIMA-CUSCO-LIMA,944.58,1600,2544.58,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",06/06/2022,08/06/2022,LIMA-REGION TACNA-LIMA,620.9,726.5,1347.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUIROZ BARBOZA SEGUNDO TEODOMIRO,"BOCANEGRA VASQUEZ, JORGE YAIR",20/06/2022,24/06/2022,LIMA-CAJAMARCA-LIMA,1435.26,1600,3035.26,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS MULTI DE ANALISIS SEGUIMIENTO COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO TUMBES,"BULLER VIZCARRA, JORGE GUILLERMO",19/06/2022,22/06/2022,LIMA-TUMBES-LIMA,1011.89,1280,2291.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
MORANTE FIGARI JORGE ALBERTO,"CABANILLAS CHAVEZ, JOSE AUGUSTO",20/06/2022,24/06/2022,LIMA-IQUITOS-LIMA,1034.76,1600,2634.76,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS MULTI DE ANALISIS SEGUIMIENTO COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO TUMBES,"CABREJOS VELA, RAFAEL AURELIO",19/06/2022,22/06/2022,LIMA-TUMBES-LIMA,1011.89,1280,2291.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CALDERON MENOR, DENIS JAKSON",12/06/2022,17/06/2022,LIMA-TARAPOTO-SAN MARTIN-LIMA,766.61,0,766.61,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CALDERON MENOR, DENIS JAKSON",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,1245.9,2240,3485.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUITO SARMIENTO BERNARDO JAIME,"CALLATA QUISPE, YARLETH FIORELLA",20/06/2022,24/06/2022,LIMA-AREQUIPA-LIMA,1020.69,1600,2620.69,RECURSOS ORDINARIOS,MESA DIRECTIVA
PICON QUEDO LUIS RAUL,"CAMPOS MARTINEZ, RENATO ALEJANDRO",20/06/2022,24/06/2022,LIMA-HUANUCO-LIMA,689.87,1600,2289.87,RECURSOS ORDINARIOS,MESA DIRECTIVA
RAMIREZ GARCIA TANIA ESTEFANY,"CAMPOS SEGURA, GILMER",20/06/2022,24/06/2022,LIMA-CAJAMARCA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CANALES BECERRA, CLAUDIA VICTORIA",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,845.58,2148.07,2993.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"CARBAJAL REYES, CECILIA ROSA",20/06/2022,24/06/2022,LIMA-LA LIBERTAD-LIMA,849.39,0,849.39,RECURSOS ORDINARIOS,MESA DIRECTIVA
TACURI VALDIVIA GERMAN ADOLFO,"CARDENAS DEL PINO, STEPHANIE SCARLET",20/06/2022,24/06/2022,LIMA-AYACUCHO-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
AGUINAGA RECUENCO ALEJANDRO AURELIO,"CASTILLO CORDERO, CARLOS DAVID",20/06/2022,24/06/2022,LIMA-LAMBAYEQUE-LIMA,1135.44,1600,2735.44,RECURSOS ORDINARIOS,MESA DIRECTIVA
AMURUZ DULANTO YESSICA ROSSELLI,"CASTRO ROJAS, GERARDO LEONIDAS",23/06/2022,24/06/2022,LIMA-PUERTO MALDONADO-LIMA,1038.01,640,1678.01,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"CASTRO ROSSELL, MARCO ALEJANDRO",20/06/2022,26/06/2022,LIMA-CUSCO-LIMA,1414.44,1920,3334.44,RECURSOS ORDINARIOS,MESA DIRECTIVA
