0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OLIVOS MARTINEZ LESLIE VIVIAN,"ACOSTA CARRASCO, CARINA",21/02/2022,25/02/2022,LIMA-LIMA PROVINCIAS-LIMA,0,1265,1265,RECURSOS ORDINARIOS,MESA DIRECTIVA
VALER PINTO HECTOR,"ACOSTA GONZALES, ABRAHAM FABIAN",21/02/2022,25/02/2022,LIMA-LIMA-LIMA,0,993.4,993.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
DAVILA ATANACIO PASION NEOMIDAS,"ADVINCULA MEDRANO, KEVIN",21/02/2022,25/02/2022,LIMA-PASCO-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",21/02/2022,25/02/2022,LIMA-PUNO-LIMA,0,1587,1587,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",21/02/2022,25/02/2022,LIMA-PIURA-LIMA,695.66,1283,1978.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",21/02/2022,25/02/2022,LIMA-PIURASEMANA DE REPREE-LIMA,1189.77,1600,2789.77,RECURSOS ORDINARIOS,MESA DIRECTIVA
TRIGOZO REATEGUI CHERYL,"ALEGRIA QUINDE, EVELY",21/02/2022,25/02/2022,LIMA-SAN MARTIN-LIMA,1230.71,1544.9,2775.61,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTINEZ TALAVERA PEDRO EDWIN,"ALEJANDRO CHOQUE, YURLENICA ALISSON",21/02/2022,25/02/2022,LIMA-AREQUIPA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ALEJOS MATA, OMAR ALEJANDRO",21/02/2022,25/02/2022,LIMA-JUNIN-LIMA,704.31,1522.5,2226.81,RECURSOS ORDINARIOS,MESA DIRECTIVA
BURGOS OLIVEROS JUAN BARTOLOME,"ALVA JARA, CARLOS ENRIQUE",21/02/2022,25/02/2022,LIMA-LA LIBERTAD-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
MOYANO DELGADO MARTHA LUPE,"ALVA VASQUEZ, LUIS FELIPE",23/02/2022,25/02/2022,LIMA-LIMA-ICA-LIMA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",21/02/2022,25/02/2022,LIMA-CUSCO-LIMA,970.85,1538,2508.85,RECURSOS ORDINARIOS,MESA DIRECTIVA
COAYLA JUAREZ JORGE SAMUEL,"ALVAREZ HURTADO, MARIA HAYDEE ARACELI",21/02/2022,25/02/2022,LIMA-MOQUEGUA-LIMA,1481.79,1600,3081.79,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS INVEST SOBRE IRREGULARIDADES EN CONTRATACIONES DE BIENES Y SERVICIOS EN ESSALUD DURANTE EMERG SANITARIA COVID 19,"ALVAREZ JINES, BENJAMIN NEMESIO",16/02/2022,19/02/2022,LIMA-IQUITOS-LIMA,1377.23,1249,2626.23,RECURSOS ORDINARIOS,MESA DIRECTIVA
TERCERA VICEPRESIDENCIA,"ALVAREZ TARDIO, CARLOS JOHANN ELISBAN",13/02/2022,16/02/2022,LIMA-TUMBES-LIMA,1157.5,1280,2437.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
VALER PINTO HECTOR,"ANAYA VALVERDE, ARTURO MIGUEL",21/02/2022,25/02/2022,LIMA-LIMA-LIMA,0,1249.8,1249.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALEGRIA GARCIA LUIS ARTURO,"ANGELES PERASSO, GIANCARLO",23/02/2022,25/02/2022,LIMA-SAN MARTIN-LIMA,1498.64,610,2108.64,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"ARANCIBIA ARROYO, CARLOS EDUARDO",07/02/2022,10/02/2022,LIMA-TARAPOTO-LIMA,1087.6,1023,2110.6,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",21/02/2022,25/02/2022,LIMA-JUNIN-LIMA,1033.55,1478.5,2512.05,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS INVEST SOBRE IRREGULARIDADES EN CONTRATACIONES DE BIENES Y SERVICIOS EN ESSALUD DURANTE EMERG SANITARIA COVID 19,"ARBOLEDA MENESES, JORGE LUIS",16/02/2022,19/02/2022,LIMA-IQUITOS-LIMA,1377.23,1207,2584.23,RECURSOS ORDINARIOS,MESA DIRECTIVA
BERMEJO ROJAS GUILLERMO,"ATENCIO SOTOMAYOR, RONALD DARWIN",21/02/2022,25/02/2022,LIMA-CUSCO-LIMA,683.12,1600,2283.12,RECURSOS ORDINARIOS,MESA DIRECTIVA
