0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OFICINA DE COMUNICACIONES,"ALDAVE PALACIOS, JULIO SALVADOR",15/11/2022,16/11/2022,LIMA-CUSCO-LIMA,621.88,536.01,1157.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE INCLUSION SOCIAL Y PERSONAS CON DISCAPACIDAD,"ALEGRE CASTILLO, WILLIAMS FRANCISCO",14/11/2022,15/11/2022,LIMA-TACNA-LIMA,1220.8,567,1787.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
MESA DE MUJERES PARLAMENTARIAS PERUANAS,"ANQUISE YUNQUE, IVONNE ROCIO",17/11/2022,19/11/2022,LIMA-ICA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE INCLUSION SOCIAL Y PERSONAS CON DISCAPACIDAD,"ANTAY ZAPLANA, SERGIO ANTONIO",14/11/2022,15/11/2022,LIMA-TACNA-LIMA,1220.8,595.5,1816.3,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"APARCO GALA, BRONY ERIK",04/11/2022,08/11/2022,LIMA-MUNICIPALIDAD PROV. DE PUNO-LIMA,956.5,960,1916.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE INCLUSION SOCIAL Y PERSONAS CON DISCAPACIDAD,"APONTE ROJAS, YESICA VANESA",14/11/2022,15/11/2022,LIMA-TACNA-LIMA,1220.8,608,1828.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
MESA MULTIPARTIDARIA DE JOVENES PARLAMENTARIOS,"BECERRA DELGADO, DIANA SILVERIA",18/11/2022,20/11/2022,LIMA-TARAPOTO-LIMA,734.42,960,1694.42,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BERTOLA VALDIVIA, KAREN RAQUEL",17/11/2022,19/11/2022,LIMA-AREQUIPA-LIMA,988.51,960,1948.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"BETETA RUBIN, KARINA JULIZA",30/11/2022,03/12/2022,LIMA-HUANUCO-LIMA,500.3,1280,1780.3,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CABALLERO PALOMINO, JUSTO ENRIQUE",13/11/2022,15/11/2022,LIMA-OTUZCO - LA LIBERTAD-LIMA,788.56,0,788.56,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DEFENSA NACIONAL, ORDEN INTERNO, DESARROLLO ALTERNATIVO Y LUCHA CONTRA LAS DROGAS","CABALLERO TOULIER, LUIS ELIAS",02/11/2022,04/11/2022,LIMA-TRUJILLO-LIMA,910.65,960,1870.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",10/11/2022,12/11/2022,LIMA-HUANUCO-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",17/11/2022,19/11/2022,LIMA-TACNA-LIMA,1508.22,960,2468.22,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",20/11/2022,21/11/2022,LIMA-TACNA-LIMA,0,640,640,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",24/11/2022,26/11/2022,LIMA-REGIÒN UCAYALI-LIMA,630.08,960,1590.08,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CALERO LUIS, ANGEL FRANCISCO",28/11/2022,30/11/2022,LIMA-TARAPOTO - REGIÒN SAN MARTIN-LIMA,1173.28,960,2133.28,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE TRANSPORTES Y COMUNICACIONES,"CAMAPAZA QUISPE, ABDON ANDERS",13/11/2022,16/11/2022,LIMA-PARANINFO UNIVERSITARIO-LIMA,621.88,1280,1901.88,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CAPELLETTI JAUREGUI, BENJAMIN ANTONIO",11/11/2022,13/11/2022,LIMA-JULIACA - PUNO-LIMA,846.17,0,846.17,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"CAPELLETTI JAUREGUI, BENJAMIN ANTONIO",24/11/2022,25/11/2022,LIMA-TACNA - MOQUEGUA-LIMA,1288.99,0,1288.99,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"CENAS RUIZ, PEDRO JOSE",18/11/2022,18/11/2022,LIMA-AREQUIPA-LIMA,1656.16,320,1976.16,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","CHICOMA KOIKE, MIGUEL EDMUNDO",17/11/2022,19/11/2022,LIMA-AREQUIPA-LIMA,1229.91,960,2189.91,RECURSOS ORDINARIOS,MESA DIRECTIVA
KAMICHE MORANTE LUIS ROBERTO,"CRUZATE APONTE, GIANLUCA STEFANO",14/11/2022,16/11/2022,LIMA-TACNA-LIMA,1118.94,706,1824.94,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DEFENSA NACIONAL, ORDEN INTERNO, DESARROLLO ALTERNATIVO Y LUCHA CONTRA LAS DROGAS","DENEGRI BARRETO, ROSSANA MARIA",02/11/2022,04/11/2022,LIMA-TRUJILLO-LIMA,910.65,812.3,1722.95,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",04/11/2022,04/11/2022,LIMA-AREQUIPA-LIMA,1656.28,320,1976.28,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",13/11/2022,16/11/2022,LIMA-CUSCO-LIMA,617.36,1280,1897.36,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DURAND JULCA, GABRIEL ENRIQUE",04/11/2022,04/11/2022,LIMA-LA LIBERTAD-LIMA,881.97,320,1201.97,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DURAND JULCA, GABRIEL ENRIQUE",18/11/2022,19/11/2022,LIMA-TARAPOTO-LIMA,617.62,0,617.62,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"ECHEGOYEN ALVAREZ, JONATHAN BRYAN",17/11/2022,19/11/2022,LIMA-CAJAMARCA-LIMA,636.41,960,1596.41,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"ECHEGOYEN ALVAREZ, JONATHAN BRYAN",20/11/2022,22/11/2022,LIMA-CAJAMARCA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE DEFENSA DEL CONSUMIDOR Y ORGANISMOS REGULADORES DE LOS SERVICIOS PUBLICOS,"FLORES LOPEZ, DIANA CAROLINA",30/11/2022,02/12/2022,LIMA-HUARAZ-LIMA,0,250,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE DEFENSA DEL CONSUMIDOR Y ORGANISMOS REGULADORES DE LOS SERVICIOS PUBLICOS,"FLORES LOPEZ, DIANA CAROLINA",30/11/2022,02/12/2022,LIMA-HUARAZ-ANCASH-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DEFENSA NACIONAL, ORDEN INTERNO, DESARROLLO ALTERNATIVO Y LUCHA CONTRA LAS DROGAS","FLORES VARGAS, JOSE",02/11/2022,04/11/2022,LIMA-TRUJILLO-LIMA,910.65,930,1840.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"FUENTES MUNARRIZ, GABY URSULA",28/11/2022,30/11/2022,LIMA-PADRE ABAD - REGIÒN UCAYALI-LIMA,717.63,0,717.63,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GAMARRA CHAVEZ, MARIA ROCIO",24/11/2022,25/11/2022,LIMA-TACNA Y MOQUEGUA-LIMA,1288.99,0,1288.99,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS INV SOBRE ATENCIÓN A NIÑOS Y FAMILIAS AFECTADAS CON EXCESO DE PLOMO EN SANGRE EN ZONAS MINERAS DE PASCO Y EL PERU,"GAONA HUAMAN, JUAN CARLOS",14/11/2022,16/11/2022,LIMA-CUSCO-LIMA,671.04,960,1631.04,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE TRABAJO Y SEGURIDAD SOCIAL,"GARCIA BIRIMISA, EDUARDO ALONSO",18/11/2022,18/11/2022,LIMA-MARCONA ICA-LIMA,0,320,320,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GARZON PEREZ, ANA CECILIA",03/11/2022,05/11/2022,LIMA-CUSCO-LIMA,1526.06,758,2284.06,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GARZON PEREZ, ANA CECILIA",08/11/2022,10/11/2022,LIMA-CUSCO-LIMA,638.32,960,1598.32,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GARZON PEREZ, ANA CECILIA",17/11/2022,19/11/2022,LIMA-TACNA-LIMA,1321.01,960,2281.01,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GARZON PEREZ, ANA CECILIA",30/11/2022,03/12/2022,LIMA-HUANUCO-LIMA,500.3,1280,1780.3,RECURSOS ORDINARIOS,MESA DIRECTIVA
MESA MULTIPARTIDARIA DE JOVENES PARLAMENTARIOS,"GIRIO CELI, BERTHA LUZ",18/11/2022,20/11/2022,LIMA-TARAPOTO-LIMA,734.42,960,1694.42,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTISECTORIAL A FAVOR DE LOS VALLES DE LOS RIOS APURIMAC ENE Y MANTARO VRAEM,"GIRON LUCIANO, ESAU ALEJANDRO",03/11/2022,04/11/2022,LIMA-HUAMANGA-LIMA,624.43,640,1264.43,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GONZALEZ GUILLEN, JESUS GUSTAVO",29/11/2022,01/12/2022,LIMA-MOQUEGUA-LIMA,664.28,0,664.28,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE DEFENSA DEL CONSUMIDOR Y ORGANISMOS REGULADORES DE LOS SERVICIOS PUBLICOS,"GUTIÉRREZ MEJÍA, GABY MARIANELLA",30/11/2022,02/12/2022,LIMA-HUARAZ-LIMA,0,250,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE DEFENSA DEL CONSUMIDOR Y ORGANISMOS REGULADORES DE LOS SERVICIOS PUBLICOS,"GUTIÉRREZ MEJÍA, GABY MARIANELLA",30/11/2022,02/12/2022,LIMA-HUARAZ-ANCASH-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
MESA DE MUJERES PARLAMENTARIAS PERUANAS,"HERNANDEZ ROJAS, NATHALY CAROLINE",17/11/2022,19/11/2022,LIMA-ICA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"HERRERA MENENDEZ, KAREN LOUISE",04/11/2022,04/11/2022,LIMA-AREQUIPA-LIMA,1374.78,320,1694.78,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"HUAMAN CORONEL, PEPE LUIS",04/11/2022,08/11/2022,LIMA-MUNICIPALIDAD PROV. DE PUNO-LIMA,956.5,579.8,1536.3,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE CIENCIA, INNOVACION Y TECNOLOGIA","HUARCAYA ORE, JUAN CARLOS",03/11/2022,05/11/2022,LIMA-AREQUIPA-LIMA,1562.07,653.6,2215.67,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",03/11/2022,05/11/2022,LIMA-TUMBES-LIMA,983.39,960,1943.39,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",10/11/2022,13/11/2022,LIMA-TACNA - MOQUEGUA-LIMA,1135.51,0,1135.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",17/11/2022,19/11/2022,LIMA-CAJAMARCA-LIMA,636.41,960,1596.41,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",20/11/2022,22/11/2022,LIMA-CAJAMARCA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",24/11/2022,27/11/2022,LIMA-CHACHAPOYAS - REG. AMAZONAS-LIMA,917.82,0,917.82,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"HUERTA AYALA, JOVINO HERACLIO",28/11/2022,30/11/2022,LIMA-TRUJILLO - LA LIBERTAD-LIMA,912.53,960,1872.53,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"INFANTES PAUCARA, JORGE EDUARDO",17/11/2022,20/11/2022,LIMA-MADRE DE DIOS-LIMA,1388.24,0,1388.24,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE ECONOMIA, BANCA, FINANZAS E INTELIGENCIA FINANCIERA","LASTRES BLANCO, GIULIANA ZENAIDA",16/11/2022,19/11/2022,LIMA-TARAPOTO - SAN MARTIN-LIMA,647.36,960,1607.36,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"LLAJA REGALADO, LUIS ANIBAL",30/11/2022,03/12/2022,LIMA-HUANUCO-LIMA,500.3,1280,1780.3,RECURSOS ORDINARIOS,MESA DIRECTIVA
YARROW LUMBRERAS NORMA MARTINA,"LUNA LARTIGA, LUCERO LIZ",05/11/2022,07/12/2022,LIMA-LA LIBERTAD-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE RELACIONES EXTERIORES,"MACEDA MALDONADO, LIZBETH",29/11/2022,04/12/2022,LIMA-TUMBES-LIMA,0,1920,1920,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"MALPARTIDA CALLUPE, CECILIA",13/11/2022,16/11/2022,LIMA-CUSCO-LIMA,506.4,1280,1786.4,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MALPARTIDA GUTIERREZ, HECTOR FERNANDO",03/11/2022,05/11/2022,LIMA-REGION HUANCAVELICA-LIMA,571.93,0,571.93,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MALPARTIDA GUTIERREZ, HECTOR FERNANDO",10/11/2022,13/11/2022,LIMA-TACNA - MOQUEGUA-LIMA,1135.51,0,1135.51,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MALPARTIDA GUTIERREZ, HECTOR FERNANDO",17/11/2022,19/11/2022,LIMA-CAJAMARCA-LIMA,636.41,960,1596.41,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MALPARTIDA GUTIERREZ, HECTOR FERNANDO",20/11/2022,22/11/2022,LIMA-CAJAMARCA-LIMA,0,960,960,RECURSOS ORDINARIOS,MESA DIRECTIVA
