0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
VALER PINTO HECTOR,"ACOSTA GONZALES, ABRAHAM FABIAN",29/11/2021,03/12/2021,LIMA-LIMA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA DE PROTECCION A LA INFANCIA EN EL CONTEXTO DE LA EMERGENCIA SANITARIA,"ACOSTA ZARATE, MARTHA CAROLINA",14/11/2021,15/11/2021,LIMA-IQUITOS-LIMA,820.94,492.1,1313.04,RECURSOS ORDINARIOS,MESA DIRECTIVA
CUTIPA CCAMA VICTOR RAUL,"ADRIAZOLA LLANOS, JESUS ANDRES",29/11/2021,03/12/2021,LIMA-MOQUEGUA-LIMA,901.72,1600,2501.72,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUISPE MAMANI WILSON RUSBEL,"AGUILAR QUISPE, HILDEBRANDT ROBERT",29/11/2021,03/12/2021,LIMA-PUNO-LIMA,1210.93,1600,2810.93,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",29/11/2021,03/12/2021,LIMA-PIURA-LIMA,403.46,989.97,1393.43,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE EDUCACION, JUVENTUD Y DEPORTE","ALATRISTA MACEDO, MARIO CESAR",07/11/2021,10/11/2021,LIMA-CAJAMARCA-LIMA,771.18,806.5,1577.68,RECURSOS ORDINARIOS,MESA DIRECTIVA
PRESIDENCIA,"ALBA ARBIETO, WILDER ROGGER",03/11/2021,03/11/2021,LIMA-PIURA-SULLANA-LIMA,1550.2,320,1870.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
ELERA GARCIA WILMAR ALBERTO,"ALBAN VILLEGAS, JOSE MARTIN",29/11/2021,03/12/2021,LIMA-PIURA-LIMA,932.56,1600,2532.56,RECURSOS ORDINARIOS,MESA DIRECTIVA
MARTINEZ TALAVERA PEDRO EDWIN,"ALEJANDRO CHOQUE, YURLENICA ALISSON",29/11/2021,03/12/2021,LIMA-AREQUIPA-LIMA,1021.66,1600,2621.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
BURGOS OLIVEROS JUAN BARTOLOME,"ALVA JARA, CARLOS ENRIQUE",29/11/2021,03/12/2021,LIMA-LA LIBERTAD-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",29/11/2021,03/12/2021,LIMA-CUSCO-LIMA,820.57,1600,2420.57,RECURSOS ORDINARIOS,MESA DIRECTIVA
FLORES RAMIREZ ALEX RANDU,"ALVIAR ROJAS, NELLY",29/11/2021,03/12/2021,LIMA-AYACUCHO-LIMA,850.13,1600,2450.13,RECURSOS ORDINARIOS,MESA DIRECTIVA
ALVA ROJAS CARLOS ENRIQUE,"ANDIA RAMIREZ DE HILARES, LUISA BETTY",29/11/2021,03/12/2021,LIMA-TRUJILLO-LIMA,1017.63,1600,2617.63,RECURSOS ORDINARIOS,MESA DIRECTIVA
LOPEZ UREÑA ILICH FREDY,"ANGELES MENDEZ, RENATO",29/11/2021,03/12/2021,LIMA-JUNIN-LIMA,834.05,1600,2434.05,RECURSOS ORDINARIOS,MESA DIRECTIVA
ZEA CHOQUECHAMBI OSCAR,"ANTUNEZ ANTUNEZ, FELICISIMO ROMULO",29/11/2021,03/12/2021,LIMA-PUNO-LIMA,1050.96,1600,2650.96,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",29/11/2021,03/12/2021,LIMA-AMAZONAS-LIMA,1271.7,1178.5,2450.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE ENERGIA Y MINAS,"ARANCIBIA ARROYO, CARLOS EDUARDO",09/11/2021,11/11/2021,LIMA-PIURA - TALARA-LIMA,1035.89,736,1771.89,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",03/11/2021,03/11/2021,LIMA-PIURA SULLANA-LIMA,1341.26,95,1436.26,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"ATAVILLOS POZO, FELIX",10/11/2021,13/11/2021,LIMA-HUANUCO-PASCO-LIMA,408.52,0,408.52,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"ATAVILLOS POZO, FELIX",10/11/2021,13/11/2021,LIMA-PASCO-LIMA,0,822,822,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"ATAVILLOS POZO, FELIX",17/11/2021,20/11/2021,LIMA-UCAYALI- PUCALLPA-LIMA,635.67,849,1484.67,RECURSOS ORDINARIOS,MESA DIRECTIVA
PORTERO LOPEZ HILDA MARLENY,"BACA CHAVEZ, MANUEL ALEJANDRO",29/11/2021,03/12/2021,LIMA-LAMBAYEQUE-LIMA,397.65,1600,1997.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
PADILLA ROMERO JAVIER ROMMEL,"BAHAMONDE CORDOVA, RENZO EFRAIN",29/11/2021,03/12/2021,LIMA-LIMA PROVINCIAS-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
VENTURA ANGEL HECTOR JOSE,"BAZAN VASQUEZ, BRUCE JEREMY",29/11/2021,03/12/2021,LIMA-TUMBES-LIMA,1166.99,1600,2766.99,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE DESCENTRALIZACION, REGIONALIZACION, GOBIERNOS LOCALES Y MODERNIZACION DE LA GESTION DEL ESTADO","BELLO RODRIGUEZ, RENSON JAIME",07/11/2021,10/11/2021,LIMA-PIURA-LIMA,931.86,735,1666.86,RECURSOS ORDINARIOS,MESA DIRECTIVA
REYES CAM ABEL AUGUSTO,"BERAUN BACA, VLADIMIR",29/11/2021,03/12/2021,LIMA-HUANUCO-LIMA,480.27,1600,2080.27,RECURSOS ORDINARIOS,MESA DIRECTIVA
CICCIA VASQUEZ MIGUEL ANGEL,"BLANCO CALDERON, MIGUEL ANGEL",29/11/2021,03/12/2021,LIMA-PIURA-LIMA,1104.32,1600,2704.32,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUIROZ BARBOZA SEGUNDO TEODOMIRO,"BOCANEGRA VASQUEZ, JORGE YAIR",29/11/2021,03/12/2021,LIMA-CAJAMARCA-LIMA,842.19,1600,2442.19,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA DE PROTECCION A LA INFANCIA EN EL CONTEXTO DE LA EMERGENCIA SANITARIA,"BOURONCLE HERRERA, JESSICA HAYDE",14/11/2021,15/11/2021,LIMA-IQUITOS-LIMA,0,640,640,RECURSOS ORDINARIOS,MESA DIRECTIVA
REYMUNDO MERCADO EDGARD CORNELIO,"BRAVO ALAYA, TEODORO DEMETRIO",29/11/2021,03/12/2021,LIMA-JUNIN-LIMA,837.78,1600,2437.78,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMIS MULTI DE ANALISIS SEGUIMIENTO COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO TUMBES,"BULLER VIZCARRA, JORGE GUILLERMO",29/11/2021,02/12/2021,LIMA-TUMBES-LIMA,1221.63,1280,2501.63,RECURSOS ORDINARIOS,MESA DIRECTIVA
MORANTE FIGARI JORGE ALBERTO,"CABANILLAS CHAVEZ, JOSE AUGUSTO",29/11/2021,03/12/2021,LIMA-LORETO-LIMA,839.94,1521,2360.94,RECURSOS ORDINARIOS,MESA DIRECTIVA
COAYLA JUAREZ JORGE SAMUEL,"CAHUANA QUISPE, MARLENE BERTHA",29/11/2021,03/12/2021,LIMA-MOQUEGUA-LIMA,948.66,1587,2535.66,RECURSOS ORDINARIOS,MESA DIRECTIVA
QUITO SARMIENTO BERNARDO JAIME,"CALLATA QUISPE, YARLETH FIORELLA",29/11/2021,03/12/2021,LIMA-AREQUIPA-LIMA,1129.1,1275.7,2404.8,RECURSOS ORDINARIOS,MESA DIRECTIVA
RUIZ RODRIGUEZ MAGALY ROSMERY,"CARBAJAL REYES, CECILIA ROSA",29/11/2021,03/12/2021,LIMA-LA LIBERTAD-LIMA,549.58,0,549.58,RECURSOS ORDINARIOS,MESA DIRECTIVA
TACURI VALDIVIA GERMAN ADOLFO,"CARDENAS DEL PINO, STEPHANIE SCARLET",29/11/2021,03/12/2021,LIMA-AYACUCHO-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE TRANSPORTES Y COMUNICACIONES,"CASTILLO CALIZAYA, JULIO CESAR",11/11/2021,13/11/2021,LIMA-HUANCAVELICA-LIMA,492.64,764.81,1257.45,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE VIVIENDA Y CONSTRUCCION,"CASTILLO TARMEÑO, KELLY ROXANA",05/11/2021,08/11/2021,LIMA-CHICLAYO-LIMA,1031.56,640,1671.56,RECURSOS ORDINARIOS,MESA DIRECTIVA
