0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OFICINA DE PARTICIPACION CIUDADANA,"ACATE CORONEL, EDUARDO GEOVANNI",07/07/2022,08/07/2022,LIMA-TARAPOTO-LIMA,180,550.5,730.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",07/07/2022,08/07/2022,LIMA-PIURA-LIMA,250,0,250,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","AUCAPIÑA SONCCO, RUBEN HUGO",03/07/2022,05/07/2022,LIMA-APURIMAC-LIMA,220,761.5,981.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",04/07/2022,05/07/2022,LIMA-TARAPOTO SAN MARTIN-LIMA,0,495.5,495.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",07/07/2022,08/07/2022,LIMA-PIURA-LIMA,200,0,200,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,FUENTES MUNARRIZ GABY URSULA,08/07/2022,10/07/2022,LIMA-LAMBAYEQUE-CHICLAYO-LIMA,250,923.7,1173.7,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"GAMARRA CHAVEZ, MARIA ROCIO",08/07/2022,10/07/2022,LIMA-LAMBAYEQUE-CHICLAYO-LIMA,250,958.2,1208.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MANYARI AGUILAR, GRIMALDO AMADOR",07/07/2022,09/07/2022,LIMA-HUACHO - SAYAN-LIMA,72.2,908.8,981,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MANYARI AGUILAR, GRIMALDO AMADOR",31/07/2022,03/08/2022,LIMA-REGION APURIMAC-LIMA,250,1280,1530,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MAURICIO MENDOZA, BORIS DAVID",31/07/2022,03/08/2022,LIMA-REGIÒN APURÌMAC-LIMA,250,1280,1530,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"MUÑOZ JESUS, BERILDA",31/07/2022,03/08/2022,LIMA-REGION APURIMAC-LIMA,210,1067.2,1277.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","QUICHCA JERI, ELVIS RONALD",03/07/2022,05/07/2022,LIMA-APURIMAC-LIMA,220,710.1,930.1,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE PARTICIPACION CIUDADANA,"RIOJA VALLEJOS, JORGE LUIS",07/07/2022,08/07/2022,LIMA-TARAPOTO-LIMA,180,511.5,691.5,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","RIVERA AYBAR, TANIA VALENTINA",03/07/2022,05/07/2022,LIMA-APURIMAC-LIMA,220.01,812.9,1032.91,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ROCA BUIZA, EDGAR OCTAVIO",07/07/2022,08/07/2022,LIMA-PIURA-TAMBO GRANDE-PIURA-LIMA,200,0,200,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"ROCA BUIZA, EDGAR OCTAVIO",07/07/2022,08/07/2022,LIMA-PIURA-LIMA,200,0,200,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"SANDOVAL VALIENTE, JOSE ARCADIO",03/07/2022,04/07/2022,LIMA-CUSCO-LIMA,250,640,890,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"TASAYCO MUNAYCO, YSMAEL",07/07/2022,08/07/2022,LIMA-PIURA-LIMA,200,0,200,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"VENTURA VASQUEZ, LESLY YANNINA",03/07/2022,04/07/2022,LIMA-CUSCO-LIMA,250,630,880,RECURSOS ORDINARIOS,MESA DIRECTIVA
,,,,,,,,,
