0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
LIMACHI QUISPE NIEVES ESMERALDA,"AGUILAR CHURA, MARIA VICTORIA",17/01/2023,23/01/2023,LIMA-TACNA-LIMA,1154.7,2057,3211.7,RECURSOS ORDINARIOS,MESA DIRECTIVA
CASTILLO RIVAS EDUARDO ENRIQUE,"AGURTO ADRIANZEN, LAURA LUZ",17/01/2023,23/01/2023,LIMA-PIURA-LIMA,1076.85,530,1606.85,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"ALMEYDA PACHAS, NANCY MARGOT",05/01/2023,07/01/2023,LIMA-PIURA-LIMA,1308.57,705,2013.57,RECURSOS ORDINARIOS,MESA DIRECTIVA
ARAGON CARREÑO LUIS ANGEL,"ALVAREZ GUEVARA, DIEGO ALONZO",17/01/2023,23/01/2023,"LIMA-CUSCO, CAJAMARCA Y LIMA-LIMA",1748.95,1684.7,3433.65,RECURSOS ORDINARIOS,MESA DIRECTIVA
MONTALVO CUBAS SEGUNDO TORIBIO,"AÑAMURO QUISPE, GLENY MILAGROS",17/01/2023,23/01/2023,LIMA-AMAZONAS-LIMA,1677.97,2156,3833.97,RECURSOS ORDINARIOS,MESA DIRECTIVA
ZEBALLOS MADARIAGA CARLOS JAVIER,"ARACAYO QUISPE, EVERARDO",17/01/2023,23/01/2023,LIMA-TRUJILLO 19 Y 20-LIMA,1269.44,505,1774.44,RECURSOS ORDINARIOS,MESA DIRECTIVA
ROBLES ARAUJO SILVANA EMPERATRIZ,"ARAUJO FABIAN, LIDIA VERONICA",17/01/2023,23/01/2023,LIMA-JAUJA - JUNIN-LIMA,1416.74,2143.5,3560.24,RECURSOS ORDINARIOS,MESA DIRECTIVA
CORDOVA LOBATON MARIA JESSICA,"ARBILDO OLGUIN, ANGELA MILAGROS",17/01/2023,23/01/2023,LIMA-CHICLAYO-LIMA,1031.92,2240,3271.92,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE ENLACE CON EL CIUDADANO,"AREVALO CARDOZA, ROGER AUGUSTO",05/01/2023,07/01/2023,LIMA-PIURA-LIMA,1308.57,760,2068.57,RECURSOS ORDINARIOS,MESA DIRECTIVA
