0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
OFICINA DE COMUNICACIONES,"ARIAS LAZO, JOSE ERNESTO",01/12/2021,02/12/2021,LIMA-AMAZONAS-LIMA,0,95,95,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"ATAVILLOS POZO, FELIX",08/12/2021,11/12/2021,LIMA-TUMBES-LIMA,990.46,827,1817.46,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"CCARHUAS QUISPE, JHON ARISTIDES",03/12/2021,07/12/2021,LIMA-AYACUCHO-LIMA,753.95,1230,1983.95,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","CONDORI PINEDA, ROMAN ENRIQUE",08/12/2021,12/12/2021,LIMA- REGION - AYACUCHO-LIMA,862.59,1600,2462.59,RECURSOS ORDINARIOS,MESA DIRECTIVA
ECHEVERRIA RODRIGUEZ HAMLET,"DIAZ MEGO, VICTOR",29/12/2021,03/12/2021,LIMA-CAMARCA-LIMA,0,1524,1524,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"DUEÑAS DE LA CRUZ, VICTOR HUGO",05/12/2021,06/12/2021,LIMA-AYACUCHO-LIMA,861.11,376.5,1237.61,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA DE PROTECCION A LA INFANCIA EN EL CONTEXTO DE LA EMERGENCIA SANITARIA,"GAMARRA RAMOS, JUAN MIGUEL",05/12/2021,07/12/2021,LIMA-LA LIBERTAD-LIMA,937.37,664,1601.37,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"IPARRAGUIRRE QUIÑONES, JEAN PIERRE FRANCIS",08/12/2021,11/12/2021,LIMA-TUMBES-LIMA,990.46,1033.5,2023.96,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PRODUCCION, MICRO Y PEQUEÑA EMPRESA Y COOPERATIVAS","MAMANI HUANCA, JORGE LUIS",10/12/2021,14/12/2021,LIMA-REGION LA LIBERTAD-LIMA,809.52,528,1337.52,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","MENESES CRISPIN, ANGEL RENATO",08/12/2021,12/12/2021,LIMA- REGION - AYACUCHO-LIMA,684.24,960,1644.24,RECURSOS ORDINARIOS,MESA DIRECTIVA
"MELENDEZ CELIS, FERNANDO","MOURA GARCIA, ANA MARIA JOAQUINA",14/12/2021,18/12/2020,LIMA-LORETO-LIMA,0,1162,1162,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION AGRARIA,"PALOMINO MIRANDA, ROCIO",08/12/2021,11/12/2021,LIMA-TUMBES-LIMA,990.46,1038,2028.46,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION ESPECIAL MULTIPARTIDARIA DE PROTECCION A LA INFANCIA EN EL CONTEXTO DE LA EMERGENCIA SANITARIA,"PERALTA PEÑA, JOSMELL MAX",05/12/2021,07/12/2021,LIMA-LA LIBERTAD-LIMA,937.37,660.5,1597.87,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PRODUCCION, MICRO Y PEQUEÑA EMPRESA Y COOPERATIVAS","PEREZ PAREDES, YON JAVIER",10/12/2021,14/12/2021,LIMA-REGION LA LIBERTAD-LIMA,1040.9,569,1609.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PUEBLOS ANDINOS, AMAZONICOS Y AFROPERUANOS, AMBIENTE Y ECOLOGIA","QUICHCA JERI, ELVIS RONALD",08/12/2021,12/12/2021,LIMA- REGION - AYACUCHO-LIMA,862.59,1516.8,2379.39,RECURSOS ORDINARIOS,MESA DIRECTIVA
"COMISION DE PRODUCCION, MICRO Y PEQUEÑA EMPRESA Y COOPERATIVAS","QUISPE VILCAPOMA, DANTE",10/12/2021,14/12/2021,LIMA-REGION LA LIBERTAD-LIMA,761.32,1003,1764.32,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"RIVAS GOMEZ, JACQUELINE LUCIA",03/12/2021,07/12/2021,LIMA-AYACUCHO-LIMA,816.4,1198.5,2014.9,RECURSOS ORDINARIOS,MESA DIRECTIVA
COMISION DE CULTURA Y PATRIMONIO CULTURAL,"SILVA ESPINOZA, MARX VLADIMIR",03/12/2021,07/12/2021,LIMA-AYACUCHO-LIMA,753.95,1325,2078.95,RECURSOS ORDINARIOS,MESA DIRECTIVA
OFICINA DE COMUNICACIONES,"TORRES SERRANO, ANGHELA ROSE MARY",05/12/2021,06/12/2021,LIMA-AYACUCHO-LIMA,841.86,419,1260.86,RECURSOS ORDINARIOS,MESA DIRECTIVA
ECHEVERRIA RODRIGUEZ HAMLET,"VELASQUEZ DIAZ, JHON WEIRNER",29/12/2021,03/12/2021,LIMA-CAMARCA-LIMA,0,1600,1600,RECURSOS ORDINARIOS,MESA DIRECTIVA
LOGISTICA,ALVAREZ MONTALVO CHARLESSTON,02/12/2021,02/12/2021,JAEN - LIMA,494.91,0,494.91,RECURSOS ORDINARIOS,MESA DIRECTIVA
DOROTEO CARBAJO RAUL,DOROTEO CARBAJO RAUL,11/12/2021,11/12/2021,LIMA - JAUJA,648.21,0,648.21,RECURSOS ORDINARIOS,MESA DIRECTIVA
JUAREZ CALLE HEIDY,JUAREZ CALLE HEIDY,20/12/2021,20/12/2021,LIMA - TRUJILLO,733.6,0,733.6,RECURSOS ORDINARIOS,MESA DIRECTIVA
LOPEZ URENA ILICH,LOPEZ URENA ILICH,07/12/2021,09/12/2021,LIMA - MAZAMARI - LIMA,315.2,0,315.2,RECURSOS ORDINARIOS,MESA DIRECTIVA
TACURI VALDIVIA GERMAN,TACURI VALDIVIA GERMAN,29/12/2021,29/12/2021,AYACUCHO - LIMA,559.14,0,559.14,RECURSOS ORDINARIOS,MESA DIRECTIVA
