0,1,2,3,4,5,6,7,8,9
ÁREA/OFICINA,USUARIOS,FECHA SALIDA,FECHA RETORNO,RUTA,COSTO PASAJES,VIÁTICOS (*),TOTAL,FUENTE DE FINANCIAMIENTO,AUTORIZACIÓN DE VIAJE (**)
Despacho Congresal,PORTALATINO AVALOS KELLY,15/12/2021,17/12/2021,Lima Colombia Lima,9650.78,3076.35,12727.13,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,ELERA GARCIA WILMAR,15/12/2021,17/12/2021,Lima Colombia Lima,9650.78,2109.6,11760.38,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,ARCE ALVARADO JAVIER FERNANDO,08/12/2021,10/12/2021,Lima Ecuador Lima,7044.7,2104.24,9148.94,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,PACHECO VILLAR GUSTAVO ADOLFO,09/12/2021,10/12/2021,Lima Ecuador Lima,6804.1,3188.7,9992.8,RECURSOS ORDINARIOS,Mesa Directiva
Parlamento Andino,RAMIREZ LARISBEASCOA JUAN CARLOS,09/12/2021,12/12/2021,Lima Ecuador Lima,7044.7,4262.81,11307.51,RECURSOS ORDINARIOS,Mesa Directiva
Secretario Tecnico vicepresidente PA,LEDESMA AZANA ENRIQUE ABRAHAM,09/12/2021,12/12/2021,Lima Ecuador Lima,6804.1,4069.76,10873.86,RECURSOS ORDINARIOS,Mesa Directiva
Técnica PA Arce,ACHATA PIMENTEL TANNIA,09/12/2021,12/12/2021,Lima Ecuador Lima,6804.1,4439.99,11244.09,RECURSOS ORDINARIOS,Mesa Directiva
Asistente PA Arce,PEREZ SOSA ANA IRENE,09/12/2021,12/12/2021,Lima Ecuador Lima,6804.1,4784.04,11588.14,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,MAMANI BARRIGA JIM ALI,09/12/2021,12/12/2021,Lima Ecuador Lima,7044.7,4440.73,11485.43,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Ramirez,OYARCE CALDERON JOEL MARTIN,09/12/2021,12/12/2021,Lima Ecuador Lima,7044.7,4386.85,11431.55,RECURSOS ORDINARIOS,Mesa Directiva
Técnico PA Pacheco,MASAMOTO RIVAS DIANA ANGELA,08/12/2021,10/12/2021,Lima Ecuador Lima,7044.7,2983.16,10027.86,RECURSOS ORDINARIOS,Mesa Directiva
Asesor PA Pacheco,CHEHADE MOYA OMAR KARIN,08/12/2021,12/12/2021,Lima Ecuador Lima,6804.1,5333.46,12137.56,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,CAVERO ALVA ALEJANDRO,10/12/2021,17/12/2021,Lima Corea Lima,17332.13,0,17332.13,RECURSOS ORDINARIOS,Mesa Directiva
Despacho Congresal,PAREDES GONZALES ALEX,10/12/2021,17/12/2021,Lima Corea Lima,17331.73,0,17331.73,RECURSOS ORDINARIOS,Mesa Directiva
,,,,,,,,,
